f002_ths002,f011_ths002,type_1,type_2,type_3,type_4,type_5,type_6,type_7,type_8,type_9,type_10
"哈尔滨三联药业股份有限公司",1996-06-21,生物制药,化学制药,化学制剂,神经系统药物,"精神兴奋药 ",,,,,
"哈尔滨三联药业股份有限公司",1996-06-21,生物制药,化学制药,化学制剂,心脑血管药物,"周围血管扩张药 ",,,,,
"哈尔滨三联药业股份有限公司",1996-06-21,生物制药,化学制药,化学制剂,心脑血管药物,降血压药物,,,,,
"永悦科技股份有限公司",2011-10-10,化工新材料,合成树脂,其他合成树脂,不饱和聚酯树脂,,,,,,
"山东新华锦国际股份有限公司",1989-03-20,石墨烯,上游,石墨烯材料,石墨,,,,,,
"云南沃森生物技术股份有限公司",2001-01-16,生物制药,生物制品,血液制品,白蛋白,,,,,,
"云南沃森生物技术股份有限公司",2001-01-16,生物制药,生物制品,疫苗,二类疫苗,新冠肺炎疫苗,,,,,
"云南沃森生物技术股份有限公司",2001-01-16,生物制药,生物制品,疫苗,二类疫苗,B型流感嗜血杆菌疫苗,,,,,
"云南沃森生物技术股份有限公司",2001-01-16,生物制药,生物制品,疫苗,二类疫苗,脑炎疫苗,,,,,
"云南沃森生物技术股份有限公司",2001-01-16,生物制药,生物制品,疫苗,二类疫苗,肺炎疫苗,,,,,
"云南沃森生物技术股份有限公司",2001-01-16,生物制药,生物制品,疫苗,一类疫苗,乙肝疫苗,,,,,
"云南沃森生物技术股份有限公司",2001-01-16,生物制药,生物制品,疫苗,一类疫苗,流脑疫苗,A+C群流脑疫苗,,,,
"云南沃森生物技术股份有限公司",2001-01-16,生物制药,生物制品,疫苗,一类疫苗,百白破疫苗,,,,,
"鼎捷软件股份有限公司",2001-12-26,人工智能,下游集成服务,系统集成,智慧营销系统,,,,,,
"鼎捷软件股份有限公司",2001-12-26,人工智能,下游集成服务,系统集成,工业互联网系统,,,,,,
"鼎捷软件股份有限公司",2001-12-26,大数据,数据应用,SaaS服务,智慧营销系统,,,,,,
"鼎捷软件股份有限公司",2001-12-26,大数据,数据应用,SaaS服务,工业互联网系统,,,,,,
"万马科技股份有限公司",1997-01-28,物联网,应用层,系统集成,智慧医疗系统,,,,,,
"海南海药股份有限公司",1992-12-30,医疗器械,医用耗材,低值医用耗材,医用卫生材料及辅料,医用口罩,医用外科口罩,,,,
"海南海药股份有限公司",1992-12-30,生物制药,中药,中药材,,,,,,,
"海南海药股份有限公司",1992-12-30,生物制药,化学制药,化学制剂,其他类化学制剂,营养补充剂,,,,,
"海南海药股份有限公司",1992-12-30,生物制药,化学制药,化学制剂,抗肿瘤药物,其他肿瘤用药,,,,,
"海南海药股份有限公司",1992-12-30,生物制药,化学制药,化学制剂,全身性感染药,抗细菌类药物,,,,,
"海南海药股份有限公司",1992-12-30,生物制药,生物制品,疫苗,二类疫苗,流感疫苗,流感病毒亚单位疫苗,,,,
"天士力医药集团股份有限公司",1998-04-30,生物制药,中药,中药材,,,,,,,
"天士力医药集团股份有限公司",1998-04-30,生物制药,中药,中药饮片,,,,,,,
"天士力医药集团股份有限公司",1998-04-30,生物制药,中药,中成药,补虚剂,,,,,,
"天士力医药集团股份有限公司",1998-04-30,生物制药,中药,中成药,解表剂,,,,,,
"天士力医药集团股份有限公司",1998-04-30,生物制药,中药,中成药,活血剂,,,,,,
"天士力医药集团股份有限公司",1998-04-30,生物制药,化学制药,化学制剂,抗肿瘤药物,其他肿瘤用药,,,,,
"天士力医药集团股份有限公司",1998-04-30,生物制药,化学制药,化学制剂,消化系统药物,肝胆胰类药物,,,,,
"天士力医药集团股份有限公司",1998-04-30,生物制药,生物制品,疫苗,二类疫苗,流感疫苗,流感病毒亚单位疫苗,,,,
"宝泰隆新材料股份有限公司",2003-06-24,石墨烯,下游应用,石墨烯薄膜下游应用,柔性屏,,,,,,
"宝泰隆新材料股份有限公司",2003-06-24,石墨烯,上游,石墨烯设备,机械剥离设备,,,,,,
"宝泰隆新材料股份有限公司",2003-06-24,石墨烯,上游,石墨烯材料,石墨,,,,,,
"科大智能科技股份有限公司",2002-11-27,物联网,应用层,系统集成,工业互联网系统,,,,,,
"科大智能科技股份有限公司",2002-11-27,人工智能,下游集成服务,终端设备,机器人,,,,,,
"苏州天准科技股份有限公司",2009-08-20,人工智能,下游集成服务,系统集成,工业互联网系统,,,,,,
"苏州天准科技股份有限公司",2009-08-20,人工智能,上游支撑,应用技术,计算机视觉,,,,,,
"苏州天准科技股份有限公司",2009-08-20,大数据,数据应用,SaaS服务,工业互联网系统,,,,,,
"江苏常铝铝业集团股份有限公司",2002-12-27,生物制药,生物制品,疫苗,二类疫苗,埃博拉病毒病疫苗,,,,,
"成都振芯科技股份有限公司",2003-06-12,物联网,应用层,系统集成,智能安防系统,,,,,,
"成都振芯科技股份有限公司",2003-06-12,物联网,感知层,感知硬件,无线通信集成模块,,,,,,
"成都振芯科技股份有限公司",2003-06-12,物联网,感知层,感知硬件,通信芯片,,,,,,
"成都振芯科技股份有限公司",2003-06-12,人工智能,下游集成服务,系统集成,智能安防系统,,,,,,
"成都振芯科技股份有限公司",2003-06-12,大数据,数据应用,SaaS服务,智能安防系统,,,,,,
"上海龙宇燃油股份有限公司",1997-12-17,大数据,数据中心,IDC基础平台服务,服务器托管业务,,,,,,
"奥佳华智能健康科技集团股份有限公司",1996-08-01,医疗器械,医用耗材,低值医用耗材,医用卫生材料及辅料,医用口罩,医用防护口罩,,,,
"广州市香雪制药股份有限公司",1986-04-30,生物制药,中药,中成药,耳鼻喉科用中成药,,,,,,
"广州市香雪制药股份有限公司",1986-04-30,生物制药,中药,中成药,化痰止咳平喘剂,,,,,,
"广州市香雪制药股份有限公司",1986-04-30,生物制药,中药,中成药,清热剂,,,,,,
"广州市香雪制药股份有限公司",1986-04-30,生物制药,中药,中成药,解表剂,,,,,,
"深圳万润科技股份有限公司",2002-12-13,大数据,数据应用,SaaS服务,智慧营销系统,,,,,,
"云南恩捷新材料股份有限公司",2006-04-05,化工新材料,高性能膜材料,电池膜,锂电池隔膜,,,,,,
"北京航天长峰股份有限公司",1986-01-07,医疗器械,医用设备,呼吸、麻醉剂及急救器械,麻醉机,,,,,,
"北京航天长峰股份有限公司",1986-01-07,医疗器械,医用设备,呼吸、麻醉剂及急救器械,呼吸机,,,,,,
"北京航天长峰股份有限公司",1986-01-07,医疗器械,医用设备,医学成像设备,超声诊断设备,,,,,,
"北京航天长峰股份有限公司",1986-01-07,医疗器械,医用设备,手术辅助设备,医用吊塔,,,,,,
"北京航天长峰股份有限公司",1986-01-07,医疗器械,医用设备,手术辅助设备,手术灯,,,,,,
"北京航天长峰股份有限公司",1986-01-07,医疗器械,医用设备,手术辅助设备,手术床,,,,,,
"广东众生药业股份有限公司",2001-12-31,生物制药,医药中间体,,,,,,,,
"广东众生药业股份有限公司",2001-12-31,生物制药,中药,中药材,,,,,,,
"广东众生药业股份有限公司",2001-12-31,生物制药,中药,中药饮片,,,,,,,
"广东众生药业股份有限公司",2001-12-31,生物制药,中药,中成药,清热剂,,,,,,
"广东众生药业股份有限公司",2001-12-31,生物制药,中药,中成药,清热剂,,,,,,
"广东众生药业股份有限公司",2001-12-31,生物制药,化学制药,化学制剂,全身性感染药,抗细菌类药物,,,,,
"上海天玑科技股份有限公司",2001-10-24,大数据,数据中心,数据中心系统设计服务,,,,,,,
"上海嘉麟杰纺织品股份有限公司",2001-01-20,医疗器械,医用耗材,低值医用耗材,医用卫生材料及辅料,医用口罩,医用外科口罩,,,,
"上海三友医疗器械股份有限公司",2005-04-19,医疗器械,医用耗材,高值医用耗材,骨科植入耗材,创伤类植入物,,,,,
"上海三友医疗器械股份有限公司",2005-04-19,医疗器械,医用耗材,高值医用耗材,骨科植入耗材,脊柱植入物,,,,,
"深圳华控赛格股份有限公司",1997-06-06,石墨烯,石墨烯产品,石墨烯粉体,,,,,,,
"大唐电信科技股份有限公司",1998-09-21,大数据,基础设施,基础硬件,芯片,CPU,,,,,
"格林美股份有限公司",2001-12-28,石墨烯,下游应用,石墨烯粉体下游应用,负极材料,,,,,,
"格林美股份有限公司",2001-12-28,石墨烯,石墨烯产品,石墨烯粉体,,,,,,,
"苏州天华超净科技股份有限公司",1997-11-13,医疗器械,医用耗材,低值医用耗材,医用卫生材料及辅料,医用防护服,,,,,
"苏州天华超净科技股份有限公司",1997-11-13,医疗器械,医用耗材,低值医用耗材,医用卫生材料及辅料,医用口罩,医用外科口罩,,,,
"航天信息股份有限公司",2000-11-01,物联网,应用层,系统集成,信息安全系统,,,,,,
"航天信息股份有限公司",2000-11-01,物联网,应用层,系统集成,智能安防系统,,,,,,
"航天信息股份有限公司",2000-11-01,物联网,应用层,系统集成,智慧金融系统,,,,,,
"航天信息股份有限公司",2000-11-01,物联网,应用层,系统集成,智慧政务系统,,,,,,
"航天信息股份有限公司",2000-11-01,物联网,应用层,系统集成,智慧交通系统,,,,,,
"航天信息股份有限公司",2000-11-01,物联网,应用层,系统集成,智慧农业系统,,,,,,
"航天信息股份有限公司",2000-11-01,物联网,应用层,系统集成,工业互联网系统,,,,,,
"航天信息股份有限公司",2000-11-01,人工智能,下游集成服务,系统集成,信息安全系统,,,,,,
"航天信息股份有限公司",2000-11-01,人工智能,下游集成服务,系统集成,智慧政务系统,,,,,,
"航天信息股份有限公司",2000-11-01,人工智能,下游集成服务,系统集成,智慧农业系统,,,,,,
"航天信息股份有限公司",2000-11-01,人工智能,下游集成服务,系统集成,智慧交通系统,,,,,,
"航天信息股份有限公司",2000-11-01,人工智能,下游集成服务,系统集成,智慧营销系统,,,,,,
"航天信息股份有限公司",2000-11-01,人工智能,下游集成服务,系统集成,智慧金融系统,,,,,,
"航天信息股份有限公司",2000-11-01,人工智能,下游集成服务,系统集成,智能安防系统,,,,,,
"航天信息股份有限公司",2000-11-01,大数据,数据应用,SaaS服务,信息安全系统,,,,,,
"航天信息股份有限公司",2000-11-01,大数据,数据应用,SaaS服务,智慧政务系统,,,,,,
"航天信息股份有限公司",2000-11-01,大数据,数据应用,SaaS服务,智慧农业系统,,,,,,
"航天信息股份有限公司",2000-11-01,大数据,数据应用,SaaS服务,智慧交通系统,,,,,,
"航天信息股份有限公司",2000-11-01,大数据,数据应用,SaaS服务,智慧营销系统,,,,,,
"航天信息股份有限公司",2000-11-01,大数据,数据应用,SaaS服务,智慧金融系统,,,,,,
"航天信息股份有限公司",2000-11-01,大数据,数据应用,SaaS服务,智能安防系统,,,,,,
"通富微电子股份有限公司",1994-02-04,集成电路,下游封测,集成电路封装测试,,,,,,,
"珠海欧比特宇航科技股份有限公司",2000-03-20,物联网,感知层,感知硬件,定位芯片,,,,,,
"珠海欧比特宇航科技股份有限公司",2000-03-20,人工智能,上游支撑,基础硬件,AI芯片,ASIC,,,,,
"珠海欧比特宇航科技股份有限公司",2000-03-20,集成电路,中游设计,集成电路模组,航空级SOC,,,,,,
"珠海欧比特宇航科技股份有限公司",2000-03-20,集成电路,中游设计,模拟电路,通信芯片,无线通信芯片,定位芯片,,,,
"珠海欧比特宇航科技股份有限公司",2000-03-20,大数据,基础设施,基础硬件,设备,IT设备,存储器,,,,
"延安必康制药股份有限公司",2002-12-30,医疗器械,医用耗材,低值医用耗材,医用卫生材料及辅料,医用口罩,医用防护口罩,,,,
"延安必康制药股份有限公司",2002-12-30,生物制药,医药中间体,,,,,,,,
"延安必康制药股份有限公司",2002-12-30,生物制药,中药,中成药,儿童用中成药,,,,,,
"延安必康制药股份有限公司",2002-12-30,生物制药,中药,中成药,骨伤科用中成药,,,,,,
"延安必康制药股份有限公司",2002-12-30,生物制药,中药,中成药,化痰止咳平喘剂,,,,,,
"延安必康制药股份有限公司",2002-12-30,生物制药,中药,中成药,补虚剂,,,,,,
"延安必康制药股份有限公司",2002-12-30,生物制药,中药,中成药,祛湿剂,,,,,,
"延安必康制药股份有限公司",2002-12-30,生物制药,中药,中成药,温里剂,,,,,,
"延安必康制药股份有限公司",2002-12-30,生物制药,中药,中成药,解表剂,,,,,,
"延安必康制药股份有限公司",2002-12-30,生物制药,中药,中成药,活血剂,,,,,,
"延安必康制药股份有限公司",2002-12-30,化工新材料,合成纤维,高强高模聚乙烯纤维,,,,,,,
"吉林省金冠电气股份有限公司",2006-10-19,物联网,应用层,终端设备,智能表计,,,,,,
"上海雅运纺织化工股份有限公司",1999-08-11,化工新材料,功能涂层材料,染料,分散染料,,,,,,
"上海雅运纺织化工股份有限公司",1999-08-11,化工新材料,功能涂层材料,染料,活性染料,,,,,,
"湖北广济药业股份有限公司",1993-05-28,生物制药,化学制药,化学原料药,维生素原料药,,,,,,
"湖北广济药业股份有限公司",1993-05-28,生物制药,化学制药,化学制剂,其他类化学制剂,营养补充剂,,,,,
"湖北广济药业股份有限公司",1993-05-28,生物制药,化学制药,化学制剂,儿童用药,,,,,,
"湖北广济药业股份有限公司",1993-05-28,生物制药,化学制药,化学制剂,消化系统药物,"质子泵抑制剂 ",,,,,
"湖北广济药业股份有限公司",1993-05-28,生物制药,化学制药,化学制剂,心脑血管药物,"降血脂药物 ",,,,,
"湖北广济药业股份有限公司",1993-05-28,生物制药,化学制药,化学制剂,全身性感染药,抗细菌类药物,,,,,
"浙江众成包装材料股份有限公司",2001-10-23,化工新材料,其他化工新材料,塑料薄膜,热收缩膜,,,,,,
"武汉理工光科股份有限公司",2000-08-29,物联网,感知层,感知硬件,传感器,,,,,,
"南京新街口百货商店股份有限公司",1991-05-14,生物制药,生物制品,疫苗,二类疫苗,前列腺治疗性疫苗,,,,,
"上海宝信软件股份有限公司",1993-09-25,无人驾驶,应用服务,智慧交通,,,,,,,
"上海宝信软件股份有限公司",1993-09-25,大数据,数据中心,IDC基础平台服务,服务器托管业务,,,,,,
"东信和平科技股份有限公司",1998-10-20,物联网,传输层,通信传输设备,,,,,,,
"三川智慧科技股份有限公司",2004-05-13,物联网,应用层,终端设备,智能表计,,,,,,
"三川智慧科技股份有限公司",2004-05-13,人工智能,下游集成服务,系统集成,智能家居系统,,,,,,
"三川智慧科技股份有限公司",2004-05-13,大数据,数据应用,SaaS服务,智能家居系统,,,,,,
"厦门乾照光电股份有限公司",2006-02-21,半导体材料,半导体晶圆制造材料,外延片,,,,,,,
"厦门乾照光电股份有限公司",2006-02-21,集成电路,上游材料设备,半导体材料,半导体晶圆制造材料,外延片,,,,,
"聚光科技(杭州)股份有限公司",2002-01-04,物联网,应用层,终端设备,智能表计,,,,,,
"南京威尔药业集团股份有限公司",2000-02-18,生物制药,药用辅料,,,,,,,,
"吉林省集安益盛药业股份有限公司",1997-06-11,生物制药,中药,中成药,补虚剂,,,,,,
"吉林省集安益盛药业股份有限公司",1997-06-11,生物制药,中药,中成药,止血剂,,,,,,
"吉林省集安益盛药业股份有限公司",1997-06-11,生物制药,中药,中成药,安神剂,,,,,,
"吉林省集安益盛药业股份有限公司",1997-06-11,生物制药,中药,中成药,清热剂,,,,,,
"吉林省集安益盛药业股份有限公司",1997-06-11,生物制药,中药,中成药,活血剂,,,,,,
"江苏长海复合材料股份有限公司",2000-05-17,化工新材料,专用化学品,工业气体,,,,,,,
"江苏长海复合材料股份有限公司",2000-05-17,化工新材料,合成树脂,其他合成树脂,不饱和聚酯树脂,,,,,,
"广东宝莱特医用科技股份有限公司",1993-06-28,医疗器械,医用设备,医用诊察设备,血氧仪,,,,,,
"广东宝莱特医用科技股份有限公司",1993-06-28,医疗器械,医用设备,医疗器械消毒灭菌器械,,,,,,,
"广东宝莱特医用科技股份有限公司",1993-06-28,医疗器械,医用设备,医用监护设备,病人监护仪,,,,,,
"广东宝莱特医用科技股份有限公司",1993-06-28,医疗器械,医用设备,体外循环及输血透析设备,,,,,,,
"广东宝莱特医用科技股份有限公司",1993-06-28,医疗器械,医用设备,医疗器械消毒灭菌设备,,,,,,,
"广东宝莱特医用科技股份有限公司",1993-06-28,医疗器械,医用耗材,低值医用耗材,医用消毒材料,,,,,,
"广东宝莱特医用科技股份有限公司",1993-06-28,医疗器械,医用耗材,高值医用耗材,其他高值医用耗材,血液净化耗材,,,,,
"江苏南大光电材料股份有限公司",2000-12-28,半导体材料,半导体晶圆制造材料,,硅烷,,,,,,
"江苏南大光电材料股份有限公司",2000-12-28,半导体材料,半导体晶圆制造材料,,磷烷,,,,,,
"江苏南大光电材料股份有限公司",2000-12-28,半导体材料,半导体晶圆制造材料,特种气体,砷烷,,,,,,
"江苏南大光电材料股份有限公司",2000-12-28,半导体材料,半导体晶圆制造材料,光刻材料,光刻胶,,,,,,
"江苏南大光电材料股份有限公司",2000-12-28,半导体材料,半导体晶圆制造材料,化学气相沉积材料,光电新材料MO源,,,,,,
"江苏南大光电材料股份有限公司",2000-12-28,集成电路,上游材料设备,半导体材料,半导体晶圆制造材料,特种气体,硅烷,,,,
"江苏南大光电材料股份有限公司",2000-12-28,集成电路,上游材料设备,半导体材料,半导体晶圆制造材料,特种气体,磷烷,,,,
"江苏南大光电材料股份有限公司",2000-12-28,集成电路,上游材料设备,半导体材料,半导体晶圆制造材料,特种气体,砷烷,,,,
"江苏南大光电材料股份有限公司",2000-12-28,集成电路,上游材料设备,半导体材料,半导体晶圆制造材料,光刻材料,光刻胶,,,,
"江苏南大光电材料股份有限公司",2000-12-28,集成电路,上游材料设备,半导体材料,半导体晶圆制造材料,化学气相沉积材料,光电新材料MO源,,,,
"山东联创产业发展集团股份有限公司",2003-01-29,化工新材料,氟化工产品,有机氟化物,氢氟烃(HFCs),,,,,,
"山东联创产业发展集团股份有限公司",2003-01-29,化工新材料,氟化工产品,有机氟化物,氢氟氯烃(HCFCs),,,,,,
"上海凯利泰医疗科技股份有限公司",2005-03-31,医疗器械,医用设备,骨科手术器械,,,,,,,
"上海凯利泰医疗科技股份有限公司",2005-03-31,医疗器械,医用耗材,高值医用耗材,骨科植入耗材,其他骨科耗材,椎体成形类耗材,,,,
"上海凯利泰医疗科技股份有限公司",2005-03-31,医疗器械,医用耗材,高值医用耗材,血管介入耗材,血管支架,,,,,
"环旭电子股份有限公司",2003-01-02,物联网,感知层,感知硬件,无线通信集成模块,,,,,,
"深圳市雄帝科技股份有限公司",1995-04-03,物联网,应用层,系统集成,智能安防系统,,,,,,
"深圳市雄帝科技股份有限公司",1995-04-03,物联网,应用层,终端设备,电子标签,,,,,,
"深圳市雄帝科技股份有限公司",1995-04-03,物联网,感知层,感知软件,图像识别软件,,,,,,
"深圳市雄帝科技股份有限公司",1995-04-03,人工智能,下游集成服务,系统集成,智能安防系统,,,,,,
"深圳市雄帝科技股份有限公司",1995-04-03,人工智能,下游集成服务,终端设备,电子标签,,,,,,
"深圳市雄帝科技股份有限公司",1995-04-03,人工智能,下游集成服务,应用软件,生物特征识别软件,,,,,,
"深圳市雄帝科技股份有限公司",1995-04-03,大数据,数据应用,SaaS服务,智能安防系统,,,,,,
"广州视源电子科技股份有限公司",2005-12-28,人工智能,下游集成服务,终端设备,平板电脑,,,,,,
"广东紫晶信息存储技术股份有限公司",2010-04-15,大数据,基础设施,基础硬件,设备,IT设备,存储器,,,,
"振德医疗用品股份有限公司",1994-08-18,医疗器械,医用耗材,低值医用耗材,医用卫生材料及辅料,手术衣,,,,,
"振德医疗用品股份有限公司",1994-08-18,医疗器械,医用耗材,低值医用耗材,医用卫生材料及辅料,医用防护服,,,,,
"振德医疗用品股份有限公司",1994-08-18,医疗器械,医用耗材,低值医用耗材,医用卫生材料及辅料,医用口罩,医用防护口罩,,,,
"振德医疗用品股份有限公司",1994-08-18,医疗器械,医用耗材,低值医用耗材,医用卫生材料及辅料,医用口罩,医用外科口罩,,,,
"振德医疗用品股份有限公司",1994-08-18,医疗器械,医用耗材,低值医用耗材,医用卫生材料及辅料,医用敷料,包扎敷料,,,,
"振德医疗用品股份有限公司",1994-08-18,医疗器械,医用耗材,低值医用耗材,医用卫生材料及辅料,医用敷料,创面敷料,,,,
"振德医疗用品股份有限公司",1994-08-18,医疗器械,医用耗材,低值医用耗材,医用卫生材料及辅料,医用纱布,,,,,
"国新文化控股股份有限公司",1992-09-09,化工新材料,橡胶弹性体,含氟橡胶,氟橡胶,,,,,,
"国新文化控股股份有限公司",1992-09-09,化工新材料,氟化工产品,有机氟化物,氟氯烃(CFCs),,,,,,
"国新文化控股股份有限公司",1992-09-09,化工新材料,氟化工产品,氟塑料,聚全氟乙丙烯(FEP),,,,,,
"国新文化控股股份有限公司",1992-09-09,化工新材料,氟化工产品,氟塑料,聚偏氟乙烯(PVDF),,,,,,
"国新文化控股股份有限公司",1992-09-09,化工新材料,氟化工产品,氟塑料,聚四氟乙烯(PFTE),,,,,,
"沧州明珠塑料股份有限公司",1995-01-02,化工新材料,高性能膜材料,电池膜,锂电池隔膜,,,,,,
"山西振东制药股份有限公司",1995-11-15,生物制药,中药,中成药,抗肿瘤用中成药,,,,,,
"山西振东制药股份有限公司",1995-11-15,生物制药,中药,中成药,安神剂,,,,,,
"山西振东制药股份有限公司",1995-11-15,生物制药,中药,中成药,活血剂,,,,,,
"山西振东制药股份有限公司",1995-11-15,生物制药,化学制药,化学制剂,其他类化学制剂,营养补充剂,,,,,
"山西振东制药股份有限公司",1995-11-15,生物制药,化学制药,化学制剂,全身性感染药,抗细菌类药物,,,,,
"圣邦微电子(北京)股份有限公司",2007-01-26,人工智能,上游支撑,基础硬件,模拟芯片,,,,,,
"圣邦微电子(北京)股份有限公司",2007-01-26,集成电路,中游设计,集成电路模组,汽车级SOC,,,,,,
"圣邦微电子(北京)股份有限公司",2007-01-26,集成电路,中游设计,模拟电路,信号链芯片,数模转换芯片（ADC）,,,,,
"圣邦微电子(北京)股份有限公司",2007-01-26,集成电路,中游设计,模拟电路,信号链芯片,放大器,,,,,
"圣邦微电子(北京)股份有限公司",2007-01-26,集成电路,中游设计,模拟电路,信号链芯片,比较器,,,,,
"圣邦微电子(北京)股份有限公司",2007-01-26,集成电路,中游设计,模拟电路,电源管理芯片,充电芯片,,,,,
"圣邦微电子(北京)股份有限公司",2007-01-26,集成电路,中游设计,模拟电路,电源管理芯片,模拟开关,,,,,
"圣邦微电子(北京)股份有限公司",2007-01-26,集成电路,中游设计,模拟电路,电源管理芯片,稳压芯片,,,,,
"圣邦微电子(北京)股份有限公司",2007-01-26,集成电路,中游设计,模拟电路,电源管理芯片,DC/DC转换芯片,,,,,
"圣邦微电子(北京)股份有限公司",2007-01-26,集成电路,中游设计,模拟电路,电源管理芯片,电机驱动芯片,,,,,
"圣邦微电子(北京)股份有限公司",2007-01-26,集成电路,中游设计,模拟电路,电源管理芯片,音频驱动芯片,,,,,
"圣邦微电子(北京)股份有限公司",2007-01-26,集成电路,中游设计,模拟电路,电源管理芯片,显示驱动芯片,,,,,
"青岛威奥轨道股份有限公司",2007-10-08,化工新材料,其他化工新材料,橡胶密封制品,,,,,,,
"南京高科股份有限公司",1992-07-08,生物制药,化学制药,化学制剂,妇科用药,,,,,,
"南京高科股份有限公司",1992-07-08,生物制药,化学制药,化学制剂,儿童用药,,,,,,
"南京高科股份有限公司",1992-07-08,生物制药,化学制药,化学制剂,抗肿瘤药物,免疫调节剂,,,,,
"南京高科股份有限公司",1992-07-08,生物制药,化学制药,化学制剂,抗肿瘤药物,其他肿瘤用药,,,,,
"南京高科股份有限公司",1992-07-08,生物制药,化学制药,化学制剂,呼吸系统药物,"抗哮喘药 ",,,,,
"南京高科股份有限公司",1992-07-08,生物制药,化学制药,化学制剂,消化系统药物,"质子泵抑制剂 ",,,,,
"南京高科股份有限公司",1992-07-08,生物制药,化学制药,化学制剂,消化系统药物,"黏膜保护药 ",,,,,
"南京高科股份有限公司",1992-07-08,生物制药,化学制药,化学制剂,心脑血管药物,"周围血管扩张药 ",,,,,
"南京高科股份有限公司",1992-07-08,生物制药,化学制药,化学制剂,心脑血管药物,降血压药物,,,,,
"南京高科股份有限公司",1992-07-08,生物制药,化学制药,化学制剂,内分泌系统药物,甾体激素,性激素,,,,
"南京高科股份有限公司",1992-07-08,生物制药,化学制药,化学制剂,皮肤科药物,皮肤抗真菌药,,,,,
"南京高科股份有限公司",1992-07-08,生物制药,化学制药,化学制剂,全身性感染药,抗真菌类药物,,,,,
"南京高科股份有限公司",1992-07-08,生物制药,化学制药,化学制剂,全身性感染药,抗病毒类药物,,,,,
"南京高科股份有限公司",1992-07-08,生物制药,化学制药,化学制剂,全身性感染药,抗细菌类药物,,,,,
"四川长虹电器股份有限公司",1993-04-08,人工智能,下游集成服务,系统集成,智能家居系统,,,,,,
"四川长虹电器股份有限公司",1993-04-08,人工智能,下游集成服务,终端设备,智能家居产品,,,,,,
"四川长虹电器股份有限公司",1993-04-08,大数据,数据应用,SaaS服务,智能家居系统,,,,,,
"北京北陆药业股份有限公司",1992-09-05,生物制药,中药,中成药,安神剂,,,,,,
"北京北陆药业股份有限公司",1992-09-05,生物制药,化学制药,化学原料药,造影剂原料药,,,,,,
"北京北陆药业股份有限公司",1992-09-05,生物制药,化学制药,化学制剂,其他类化学制剂,造影剂,,,,,
"北京北陆药业股份有限公司",1992-09-05,生物制药,化学制药,化学制剂,神经系统药物,"麻醉剂 ",,,,,
"北京北陆药业股份有限公司",1992-09-05,生物制药,化学制药,化学制剂,内分泌系统药物,糖尿病药物,,,,,
"浙江亚太药业股份有限公司",2001-12-31,生物制药,化学制药,化学制剂,消化系统药物,"质子泵抑制剂 ",,,,,
"浙江亚太药业股份有限公司",2001-12-31,生物制药,化学制药,化学制剂,全身性感染药,抗细菌类药物,,,,,
"长园集团股份有限公司",1986-06-27,化工新材料,高性能膜材料,电池膜,锂电池隔膜,,,,,,
"河南恒星科技股份有限公司",1995-07-12,化工新材料,其他化工新材料,多晶硅,,,,,,,
"青岛汉缆股份有限公司",1989-11-08,超导材料,应用方向,超导带材,,,,,,,
"南微医学科技股份有限公司",2000-05-10,医疗器械,医用耗材,低值医用耗材,注输器械,注射穿刺器械,注射器械,注射针,,,
"南微医学科技股份有限公司",2000-05-10,医疗器械,医用耗材,高值医用耗材,其他高值医用耗材,整形及普通外科植入物,非血管支架,,,,
"南微医学科技股份有限公司",2000-05-10,医疗器械,医用耗材,高值医用耗材,血管介入耗材,导丝,,,,,
"南微医学科技股份有限公司",2000-05-10,医疗器械,医用耗材,高值医用耗材,血管介入耗材,球囊,,,,,
"南微医学科技股份有限公司",2000-05-10,医疗器械,医用耗材,高值医用耗材,血管介入耗材,血管支架,,,,,
"山东未名生物医药股份有限公司",2000-01-18,生物制药,医药中间体,,,,,,,,
"山东未名生物医药股份有限公司",2000-01-18,生物制药,生物制品,基因工程药物,重组蛋白,生长因子,神经生长因子,注射用鼠神经生长因子,,,
"山东未名生物医药股份有限公司",2000-01-18,生物制药,生物制品,基因工程药物,重组蛋白,干扰素,,,,,
"山东未名生物医药股份有限公司",2000-01-18,生物制药,生物制品,疫苗,二类疫苗,流感疫苗,流感病毒裂解疫苗,三价流感病毒裂解疫苗,,,
"山东未名生物医药股份有限公司",2000-01-18,生物制药,生物制品,疫苗,一类疫苗,甲肝疫苗,,,,,
"山东未名生物医药股份有限公司",2000-01-18,生物制药,生物制品,疫苗,一类疫苗,肝炎疫苗,,,,,
"山西仟源医药集团股份有限公司",2005-03-23,生物制药,医药中间体,,,,,,,,
"山西仟源医药集团股份有限公司",2005-03-23,生物制药,中药,中药饮片,,,,,,,
"山西仟源医药集团股份有限公司",2005-03-23,生物制药,化学制药,化学制剂,其他类化学制剂,营养补充剂,,,,,
"山西仟源医药集团股份有限公司",2005-03-23,生物制药,化学制药,化学制剂,泌尿系统药物,其他泌尿系统药物,,,,,
"山西仟源医药集团股份有限公司",2005-03-23,生物制药,化学制药,化学制剂,全身性感染药,抗细菌类药物,,,,,
"上海康德莱企业发展集团股份有限公司",1998-07-01,医疗器械,医用耗材,低值医用耗材,医用卫生材料及辅料,医用防护服,,,,,
