f002_ths002,f011_ths002,type_1,type_2,type_3,type_4,type_5,type_6,type_7,type_8,type_9,type_10
"日海智能科技股份有限公司",2003-11-14,物联网,传输层,通信传输设备,,,,,,,
"日海智能科技股份有限公司",2003-11-14,物联网,感知层,感知硬件,无线通信集成模块,,,,,,
"日海智能科技股份有限公司",2003-11-14,大数据,数据中心,数据中心系统建设服务,,,,,,,
"日海智能科技股份有限公司",2003-11-14,大数据,基础设施,基础硬件,设备,通信设备,光纤光缆,,,,
"中顺洁柔纸业股份有限公司",1999-05-28,医疗器械,医用耗材,低值医用耗材,医用卫生材料及辅料,医用口罩,医用外科口罩,,,,
"甘肃陇神戎发药业股份有限公司",2002-06-03,生物制药,中药,中成药,化痰止咳平喘剂,,,,,,
"甘肃陇神戎发药业股份有限公司",2002-06-03,生物制药,中药,中成药,补虚剂,,,,,,
"甘肃陇神戎发药业股份有限公司",2002-06-03,生物制药,中药,中成药,活血剂,,,,,,
"甘肃陇神戎发药业股份有限公司",2002-06-03,生物制药,化学制药,化学制剂,妇科用药,,,,,,
"江苏怡达化学股份有限公司",1996-06-20,化工新材料,聚氨酯材料,聚醚,,,,,,,
"上海数据港股份有限公司",2009-11-18,大数据,数据中心,IDC增值服务,,,,,,,
"上海数据港股份有限公司",2009-11-18,大数据,数据中心,IDC基础平台服务,服务器托管业务,,,,,,
"海南葫芦娃药业集团股份有限公司",2005-06-22,生物制药,中药,中成药,儿童用中成药,,,,,,
"海南葫芦娃药业集团股份有限公司",2005-06-22,生物制药,中药,中成药,化痰止咳平喘剂,,,,,,
"海南葫芦娃药业集团股份有限公司",2005-06-22,生物制药,中药,中成药,清热剂,,,,,,
"海南葫芦娃药业集团股份有限公司",2005-06-22,生物制药,中药,中成药,解表剂,,,,,,
"海南葫芦娃药业集团股份有限公司",2005-06-22,生物制药,化学制药,化学制剂,呼吸系统药物,"化痰止咳平喘药 ",,,,,
"海南葫芦娃药业集团股份有限公司",2005-06-22,生物制药,化学制药,化学制剂,消化系统药物,"质子泵抑制剂 ",,,,,
"海南葫芦娃药业集团股份有限公司",2005-06-22,生物制药,化学制药,化学制剂,全身性感染药,抗细菌类药物,,,,,
"北京数知科技股份有限公司",2004-09-10,物联网,传输层,通信传输设备,,,,,,,
"北京数知科技股份有限公司",2004-09-10,人工智能,下游集成服务,系统集成,智慧营销系统,,,,,,
"北京数知科技股份有限公司",2004-09-10,大数据,数据应用,SaaS服务,智慧营销系统,,,,,,
"北京数知科技股份有限公司",2004-09-10,大数据,数据平台,数据分析系统,,,,,,,
"江苏联发纺织股份有限公司",2002-11-11,医疗器械,医用耗材,低值医用耗材,医用卫生材料及辅料,医用口罩,医用外科口罩,,,,
"北京北信源软件股份有限公司",1996-05-28,物联网,应用层,系统集成,信息安全系统,,,,,,
"北京北信源软件股份有限公司",1996-05-28,人工智能,下游集成服务,系统集成,信息安全系统,,,,,,
"北京北信源软件股份有限公司",1996-05-28,大数据,数据应用,SaaS服务,信息安全系统,,,,,,
"宁波长鸿高分子科技股份有限公司",2012-06-15,化工新材料,橡胶弹性体,其他弹性体,SEBS树脂,,,,,,
"宁波长鸿高分子科技股份有限公司",2012-06-15,化工新材料,橡胶弹性体,其他弹性体,SIS树脂,,,,,,
"宁波长鸿高分子科技股份有限公司",2012-06-15,化工新材料,橡胶弹性体,其他弹性体,SBS树脂,,,,,,
"四川新金路集团股份有限公司",1992-04-18,石墨烯,石墨烯产品,石墨烯粉体,,,,,,,
"江苏四环生物股份有限公司",1992-05-18,生物制药,生物制品,基因工程药物,重组蛋白,集落刺激因子(CSF),粒细胞CSF(G-CSF),重组人粒细胞刺激因子注射液,,,
"江苏四环生物股份有限公司",1992-05-18,生物制药,生物制品,基因工程药物,重组蛋白,集落刺激因子(CSF),促红细胞生成素,,,,
"江苏四环生物股份有限公司",1992-05-18,生物制药,生物制品,基因工程药物,重组蛋白,白介素,注射用重组人白介素-2,,,,
"中冶美利云产业投资股份有限公司",1998-05-28,大数据,数据中心,IDC增值服务,,,,,,,
"中冶美利云产业投资股份有限公司",1998-05-28,大数据,数据中心,IDC基础平台服务,服务器托管业务,,,,,,
"中冶美利云产业投资股份有限公司",1998-05-28,大数据,数据中心,数据中心系统建设服务,,,,,,,
"乐凯胶片股份有限公司",1998-01-16,医疗器械,医用耗材,低值医用耗材,医剂耗材,医用胶片,,,,,
"深圳市尚荣医疗股份有限公司",1998-03-13,医疗器械,医用设备,医用康复设备,功能床,,,,,,
"深圳市尚荣医疗股份有限公司",1998-03-13,医疗器械,医用耗材,低值医用耗材,医用卫生材料及辅料,手术衣,,,,,
"深圳市尚荣医疗股份有限公司",1998-03-13,医疗器械,医用耗材,低值医用耗材,医用卫生材料及辅料,手术包,,,,,
"深圳市尚荣医疗股份有限公司",1998-03-13,医疗器械,医用耗材,低值医用耗材,医用卫生材料及辅料,医用防护服,,,,,
"深圳市尚荣医疗股份有限公司",1998-03-13,医疗器械,医用耗材,低值医用耗材,医用卫生材料及辅料,医用口罩,一次性医用口罩,,,,
"深圳市尚荣医疗股份有限公司",1998-03-13,医疗器械,医用耗材,低值医用耗材,医用卫生材料及辅料,医用口罩,医用外科口罩,,,,
"深圳市尚荣医疗股份有限公司",1998-03-13,医疗器械,医用耗材,高值医用耗材,骨科植入耗材,脊柱植入物,,,,,
"新智认知数字科技股份有限公司",1986-05-10,物联网,应用层,系统集成,智能安防系统,,,,,,
"新智认知数字科技股份有限公司",1986-05-10,物联网,感知层,感知软件,语音识别软件,,,,,,
"新智认知数字科技股份有限公司",1986-05-10,人工智能,下游集成服务,系统集成,智能安防系统,,,,,,
"新智认知数字科技股份有限公司",1986-05-10,人工智能,下游集成服务,应用软件,自然语言理解软件,,,,,,
"新智认知数字科技股份有限公司",1986-05-10,人工智能,下游集成服务,应用软件,计算机视觉听觉软件,,,,,,
"新智认知数字科技股份有限公司",1986-05-10,大数据,数据应用,SaaS服务,智慧交通系统,,,,,,
"新智认知数字科技股份有限公司",1986-05-10,大数据,数据应用,SaaS服务,智能安防系统,,,,,,
"浙江正元智慧科技股份有限公司",2000-03-13,物联网,应用层,系统集成,智慧教育系统,,,,,,
"浙江正元智慧科技股份有限公司",2000-03-13,人工智能,下游集成服务,系统集成,智慧教育系统,,,,,,
"浙江正元智慧科技股份有限公司",2000-03-13,大数据,数据应用,SaaS服务,智慧教育系统,,,,,,
"烟台正海生物科技股份有限公司",2003-10-22,医疗器械,医用耗材,高值医用耗材,其他高值医用耗材,组织工程修复材料,皮肤修复膜,,,,
"烟台正海生物科技股份有限公司",2003-10-22,医疗器械,医用耗材,高值医用耗材,其他高值医用耗材,组织工程修复材料,,,,,
"烟台正海生物科技股份有限公司",2003-10-22,医疗器械,医用耗材,高值医用耗材,其他高值医用耗材,口腔科材料,口腔填充修复材料,,,,
"烟台正海生物科技股份有限公司",2003-10-22,医疗器械,医用耗材,高值医用耗材,骨科植入耗材,其他骨科耗材,骨科填充修复材料,,,,
"烟台正海生物科技股份有限公司",2003-10-22,医疗器械,医用耗材,高值医用耗材,骨科植入耗材,脊柱植入物,,,,,
"上海透景生命科技股份有限公司",2003-11-06,医疗器械,医用设备,临床检验器械,免疫分析设备,,,,,,
"上海透景生命科技股份有限公司",2003-11-06,医疗器械,医用设备,临床检验器械,分子诊断设备,,,,,,
"上海透景生命科技股份有限公司",2003-11-06,生物制药,生物制品,体外诊断试剂,,,,,,,
"通化金马药业集团股份有限公司",1993-02-26,生物制药,中药,中成药,儿童用中成药,,,,,,
"通化金马药业集团股份有限公司",1993-02-26,生物制药,中药,中成药,抗肿瘤用中成药,,,,,,
"通化金马药业集团股份有限公司",1993-02-26,生物制药,中药,中成药,耳鼻喉科用中成药,,,,,,
"通化金马药业集团股份有限公司",1993-02-26,生物制药,中药,中成药,蠲痹剂,,,,,,
"通化金马药业集团股份有限公司",1993-02-26,生物制药,中药,中成药,清热剂,,,,,,
"通化金马药业集团股份有限公司",1993-02-26,生物制药,化学制药,化学制剂,消化系统药物,"助消化药 ",,,,,
"株洲千金药业股份有限公司",1993-08-13,生物制药,中药,中成药,妇科用中成药,,,,,,
"株洲千金药业股份有限公司",1993-08-13,生物制药,中药,中成药,儿童用中成药,,,,,,
"株洲千金药业股份有限公司",1993-08-13,生物制药,中药,中成药,补虚剂,,,,,,
"株洲千金药业股份有限公司",1993-08-13,生物制药,中药,中成药,蠲痹剂,,,,,,
"株洲千金药业股份有限公司",1993-08-13,生物制药,中药,中成药,解表剂,,,,,,
"北京神州细胞生物技术集团股份公司",2007-04-23,生物制药,生物制品,基因工程药物,抗体制剂,双特异性抗体,,,,,
"北京神州细胞生物技术集团股份公司",2007-04-23,生物制药,生物制品,基因工程药物,抗体制剂,单克隆抗体,贝伐珠单抗,,,,
"北京神州细胞生物技术集团股份公司",2007-04-23,生物制药,生物制品,基因工程药物,抗体制剂,单克隆抗体,阿达木单抗,,,,
"北京神州细胞生物技术集团股份公司",2007-04-23,生物制药,生物制品,疫苗,二类疫苗,HPV疫苗,14价HPV疫苗,,,,
"浙江新光药业股份有限公司",1998-11-18,生物制药,中药,中成药,骨伤科用中成药,,,,,,
"浙江新光药业股份有限公司",1998-11-18,生物制药,中药,中成药,补虚剂,,,,,,
"浙江新光药业股份有限公司",1998-11-18,生物制药,中药,中成药,活血剂,,,,,,
"天津利安隆新材料股份有限公司",2003-08-08,化工新材料,专用化学品,光稳定剂,,,,,,,
"芜湖长信科技股份有限公司",2006-01-19,无人驾驶,车载终端,人机交互,智能中控,,,,,,
"芜湖长信科技股份有限公司",2006-01-19,石墨烯,下游应用,石墨烯粉体下游应用,电子油墨,,,,,,
"芜湖长信科技股份有限公司",2006-01-19,石墨烯,下游应用,石墨烯粉体下游应用,负极材料,,,,,,
"株洲飞鹿高新材料技术股份有限公司",1998-05-21,化工新材料,功能涂层材料,涂料,防水涂料,,,,,,
"株洲飞鹿高新材料技术股份有限公司",1998-05-21,化工新材料,功能涂层材料,涂料,防腐涂料,,,,,,
"长沙景嘉微电子股份有限公司",2006-04-05,人工智能,上游支撑,基础硬件,AI芯片,GPU,,,,,
"长沙景嘉微电子股份有限公司",2006-04-05,集成电路,中游设计,数字电路,逻辑芯片,GPU,,,,,
"长沙景嘉微电子股份有限公司",2006-04-05,大数据,基础设施,基础硬件,芯片,GPU,,,,,
"河南金丹乳酸科技股份有限公司",2006-08-10,化工新材料,降解塑料制品,生物降解塑料制品,,,,,,,
"深圳新宙邦科技股份有限公司",2002-02-19,化工新材料,专用化学品,锂离子电解液,,,,,,,
"深圳新宙邦科技股份有限公司",2002-02-19,化工新材料,专用化学品,硼酸,,,,,,,
"深圳新宙邦科技股份有限公司",2002-02-19,化工新材料,氟化工产品,有机氟化物,全氟酮,,,,,,
"四川久远银海软件股份有限公司",2008-11-24,大数据,数据应用,SaaS服务,智慧政务系统,,,,,,
"四川久远银海软件股份有限公司",2008-11-24,大数据,数据应用,SaaS服务,智慧城市系统,,,,,,
"四川久远银海软件股份有限公司",2008-11-24,大数据,数据应用,SaaS服务,智慧农业系统,,,,,,
"四川久远银海软件股份有限公司",2008-11-24,大数据,数据应用,SaaS服务,智慧医疗系统,,,,,,
"浙江京新药业股份有限公司",1999-02-13,生物制药,化学制药,化学制剂,神经系统药物,抗阿尔兹海默病药,,,,,
"浙江京新药业股份有限公司",1999-02-13,生物制药,化学制药,化学制剂,神经系统药物,"抗帕金森氏病药 ",,,,,
"浙江京新药业股份有限公司",1999-02-13,生物制药,化学制药,化学制剂,神经系统药物,"抗癫痫药 ",,,,,
"浙江京新药业股份有限公司",1999-02-13,生物制药,化学制药,化学制剂,神经系统药物,"精神兴奋药 ",,,,,
"浙江京新药业股份有限公司",1999-02-13,生物制药,化学制药,化学制剂,心脑血管药物,"降血脂药物 ",,,,,
"浙江京新药业股份有限公司",1999-02-13,生物制药,化学制药,化学制剂,心脑血管药物,降血压药物,,,,,
"拓维信息系统股份有限公司",1996-05-20,物联网,应用层,系统集成,智慧教育系统,,,,,,
"拓维信息系统股份有限公司",1996-05-20,人工智能,下游集成服务,系统集成,智慧教育系统,,,,,,
"拓维信息系统股份有限公司",1996-05-20,大数据,数据应用,SaaS服务,智慧教育系统,,,,,,
"浙江永太科技股份有限公司",1999-10-11,生物制药,医药中间体,,,,,,,,
"浙江永太科技股份有限公司",1999-10-11,化工新材料,专用化学品,液晶化学品,,,,,,,
"浙江永太科技股份有限公司",1999-10-11,化工新材料,氟化工产品,有机氟化物,全氟酮,,,,,,
"北京高盟新材料股份有限公司",1999-07-22,化工新材料,其他化工新材料,橡胶密封制品,,,,,,,
"杭州电缆股份有限公司",2002-04-17,石墨烯,下游应用,石墨烯粉体下游应用,导电介质,,,,,,
"石家庄常山北明科技股份有限公司",1998-12-29,大数据,数据应用,SaaS服务,智慧政务系统,,,,,,
"石家庄常山北明科技股份有限公司",1998-12-29,大数据,数据应用,SaaS服务,智慧旅游系统,,,,,,
"石家庄常山北明科技股份有限公司",1998-12-29,大数据,数据应用,SaaS服务,智慧城市系统,,,,,,
"石家庄常山北明科技股份有限公司",1998-12-29,大数据,数据应用,SaaS服务,智慧交通系统,,,,,,
"石家庄常山北明科技股份有限公司",1998-12-29,大数据,数据应用,SaaS服务,智慧营销系统,,,,,,
"石家庄常山北明科技股份有限公司",1998-12-29,大数据,数据应用,SaaS服务,智慧金融系统,,,,,,
"石家庄常山北明科技股份有限公司",1998-12-29,大数据,数据应用,SaaS服务,智慧教育系统,,,,,,
"石家庄常山北明科技股份有限公司",1998-12-29,大数据,数据应用,SaaS服务,工业互联网系统,,,,,,
"石家庄常山北明科技股份有限公司",1998-12-29,大数据,数据平台,数据分析系统,,,,,,,
"石家庄常山北明科技股份有限公司",1998-12-29,大数据,数据平台,数据采集系统,,,,,,,
"石家庄常山北明科技股份有限公司",1998-12-29,大数据,数据中心,IDC增值服务,,,,,,,
"石家庄常山北明科技股份有限公司",1998-12-29,大数据,数据中心,IDC基础平台服务,服务器托管业务,,,,,,
"河南太龙药业股份有限公司",1998-08-31,生物制药,中药,中药饮片,,,,,,,
"河南太龙药业股份有限公司",1998-08-31,生物制药,中药,中药饮片,,,,,,,
