"parent_company_name"	"company_name"	"estiblish_time"
"齐齐哈尔瑞兴碳纤维科技有限公司"	"乌鲁木齐瑞兴智慧电热运营管理有限公司"	"2018/1/10"
"胜国集团股份有限公司"	"天国能源科技股份有限公司"	"2017/2/14"
"威海拓展纤维有限公司"	"山东光威碳纤维产业技术研究院有限公司"	"2015/10/29"
"北京世纪金光半导体有限公司"	"深圳世纪金光半导体有限公司"	"2020/5/26"
"国龄医院有限公司"	"国龄国际干细胞医院有限公司"	"2019/1/17"
"昆明钢铁集团有限责任公司"	"武钢集团昆明钢铁股份有限公司"	"2003/12/29"
"陕西华浩轩新能源科技开发有限公司"	"宁波陕核润泽能源有限公司"	"2017/6/21"
"长春长铃汽车涂装有限公司"	"长春长铃钣焊冲压有限公司"	"2003/7/29"
"江苏华泰疫苗工程技术研究有限公司"	"江苏生创医药科技有限公司"	"2018/8/22"
"南通华盛高聚物科技股份有限公司"	"南通龙达生物新材料科技有限公司"	"2013/10/22"
"江苏高瑞电子科技有限公司"	"江苏卡为高科技产业管理有限公司"	"2016/9/5"
"沈阳摩擦密封材料总厂产品经销处"	"沈阳摩擦密封材料总厂产品经销处"	"1981/10/12"
"淮安经济技术开发区经济发展集团有限公司"	"江苏江淮大数据产业发展有限公司"	"2019/6/19"
"江苏中润光能科技发展有限公司"	"江苏华恒新能源有限公司"	"2017/10/24"
"扬州市扬大生物制品研究开发中心"	"扬州市扬大生物制品研究开发中心"	"1994/12/30"
"沈阳和合医学检验所有限公司"	"大连和合医学检验实验室有限公司"	"2017/10/16"
"长沙格翎电池材料有限公司"	"甘肃恒利格翎电池材料有限公司"	"2013/8/1"
"大英聚能科技发展有限公司"	"四川能宝电源制造有限公司"	"2013/4/23"
"广东恒立信息科技有限公司"	"北京锐兴华盾科技有限公司"	"2006/4/11"
"陕西秦风气体股份有限公司"	"石家庄陕鼓气体有限公司"	"2010/10/15"
"北京国瑞升科技股份有限公司"	"北京国瑞升精机科技有限公司"	"2010/11/25"
"深圳市京中康科技有限公司"	"鹤山市京中康科技有限公司"	"2013/12/6"
"石家庄市藁城区建设投资有限公司"	"石家庄智合城市建设有限公司"	"2018/6/21"
"保定市乐凯化学有限公司"	"乐凯化学材料有限公司"	"2017/12/15"
"勤上光电股份有限公司"	"肇庆凌腾勤上科技有限公司"	"2018/1/29"
"富通集团有限公司"	"浙江银湖信息产业有限公司"	"2020/5/20"
"石家庄市疾控疫苗供应中心"	"石家庄市疾控疫苗供应中心"	"2001/10/29"
"山西省医药集团股份有限公司"	"山西省医药集团太原股份有限公司"	"2017/5/26"
"派瑞科技有限公司"	"邯郸派瑞化工科技有限公司"	"2006/9/8"
"南京芯耐特半导体有限公司"	"盐城芯创半导体有限公司"	"2019/2/20"
"长治市霍家工业有限公司"	"长治市郊区霍家水合肼有限公司"	"2013/10/22"
"乐福之家纳米材料有限责任公司"	"新疆乐福之家石墨烯应用科技有限责任公司"	"2019/3/22"
"济南浪潮数投信息科技有限公司"	"山东爱城市网信息技术有限公司"	"2018/7/20"
"天基空间精密技术南京股份有限公司"	"高精地基导航授时南京研究院有限公司"	"2020/4/14"
"遂溪县医药公司"	"遂溪县医药公司"	"2003/4/14"
"浙江小途科技有限公司"	"浙江平泰信息技术有限公司"	"2019/11/19"
"河南九州通医药有限公司"	"河南同慎德医药有限公司"	"1989/4/21"
"深圳市亚略特生物识别科技有限公司"	"深圳市亚略特生物识别科技有限公司白芒生产基地"	"2013/9/17"
"同路生物制药有限公司"	"浙江海康生物制品有限责任公司"	"1998/3/26"
"惠州市虹彩新材料科技有限公司"	"惠州市兆蓝精细化工有限公司"	"2018/1/10"
"深圳壹秘科技有限公司"	"深圳壹秘智能技术有限公司"	"2018/9/14"
"湖南湘钢梅塞尔气体产品有限公司"	"衡阳湘钢梅塞尔气体产品有限公司"	"2014/12/11"
"南方石墨有限公司"	"南方石墨新材料有限公司"	"2016/12/13"
"扬州群力化工厂"	"扬州群力化工厂"	"1993/6/8"
"四川金兴邑都建筑材料有限公司"	"重庆金兴防水科技股份有限公司"	"2019/8/20"
"成都瑞迪威科技有限公司"	"成都思锐芯科技有限公司"	"2014/8/28"
"宜宾金石新材料科技有限公司"	"四川金贝新材料有限公司"	"2020/5/25"
"湖南省湘西自治州华侨旅游侨汇总公司"	"湖南省自治州华侨旅游侨汇总公司华侨贸易中心"	"1995/6/13"
"华润医药商业集团有限公司"	"华润天津医药有限公司"	"2003-03-10"
"江苏杰瑞科技集团有限责任公司"	"中船重工杰瑞科技控股有限公司"	"2015/4/20"
"华融互升科技有限公司"	"亚洲国际中医药发展有限公司"	"2018/11/8"
"深圳市智汇引力科技有限公司"	"深圳市智云方格尔科技有限公司"	"2019/7/3"
"杭州迪安医学检验中心有限公司"	"衢州迪安医学检验实验室有限公司"	"2016/9/22"
"江苏天鹏氧化铅有限公司"	"江苏天鹏化工集团有限公司"	"1995/5/24"
"巨石集团有限公司"	"巨石集团成都有限公司"	"2004/4/9"
"世纪晶源科技有限公司"	"深圳世纪晶源集成光子技术有限公司"	"2006/12/19"
"福州中景新材料有限公司"	"福建太古石化集团有限公司"	"1998/6/9"
"数字遵义建设投资有限公司"	"遵义浪潮数投科技有限责任公司"	"2019/11/14"
"深圳市博思高科技有限公司"	"深圳市聚财信息技术有限公司"	"2018/9/26"
"山西云时代技术有限公司"	"山西大数据产业发展有限公司"	"2018/3/8"
"上药控股贵州有限公司"	"上药控股安顺有限公司"	"2017/6/1"
"天津金牛电源材料有限责任公司"	"天津金牛新材料有限责任公司"	"2019/4/25"
"广东博沃特生物科技有限公司"	"广东博沃特生物技术有限公司"	"2019/3/21"
"先吃食品股份有限公司"	"先先股份有限公司"	"2019/12/20"
"广东勤上光电科技有限公司"	"东莞市霁嘉光电有限公司"	"2018/5/21"
"杭州海康威视系统技术有限公司"	"嘉兴海视嘉安智城科技有限公司"	"2019/3/25"
"黎明化工研究设计院有限责任公司"	"洛阳福盛德电子制品有限公司"	"2006/8/7"
"高佳太阳能股份有限公司"	"云南协鑫晶体科技发展有限公司"	"2018/6/12"
"苏州星祥益精密制造有限公司"	"浙江星祥益精密制造有限公司"	"2019-01-18"
"浙江好亚能源股份有限公司"	"青海鑫诺光电科技有限公司"	"2010/10/14"
"山东招金集团有限公司"	"山东鲁鑫机械装备制造有限公司"	"2017/8/11"
"勤上光电股份有限公司"	"东莞市霁宸光电有限公司"	"2018/5/21"
"久融新能源科技有限公司"	"杭州云栖云数据有限公司"	"2017/3/20"
"网营物联股份有限公司"	"杭州网营物联控股集团有限公司"	"2018/7/24"
"江苏西典药用辅料有限公司"	"山东西典药用辅料有限公司"	"2019/10/10"
"长治市霍家工业有限公司"	"山西霍家长化合成橡胶有限公司"	"2016/12/12"
"浙江华数广电网络股份有限公司"	"平阳华数广电网络有限公司"	"2014/7/21"
"江苏道勃科技有限公司"	"江苏道蓬科技有限公司"	"2015/4/20"
"聚合通信集团有限公司"	"聚合通信技术有限公司"	"2020/3/16"
"深圳市中广物联科技有限公司"	"西安卓华联盛科技有限公司"	"2019/1/3"
"太仓协鑫光伏科技有限公司"	"太仓骞源光伏科技有限公司"	"2018/11/30"
"贵州瑞颐医疗投资管理有限公司"	"贵州天和瑞科医疗投资有限公司"	"2014-08-20"
"湖南景达生物工程有限公司"	"南岳生物制药有限公司"	"2005/12/7"
"锡山市煤炭公司"	"锡山市煤炭公司"	
"山东康佑医疗科技有限公司"	"山东语默医疗科技有限公司"	"2017/7/7"
"江苏钛谷科技有限公司"	"辽宁金钛新材料有限公司"	"2020/4/8"
"齐齐哈尔华安特种容器有限公司"	"齐齐哈尔新华特碳纤维电热制品有限公司"	"2016/5/13"
"福建太古石化集团有限公司"	"福建美得石化有限公司"	"2011/1/4"
"浙江王点科技有限公司"	"金华王点科技有限公司"	"2018/10/17"
"泰和县青宇电力有限公司"	"泰和县天宇电力有限公司"	"2018/1/5"
"国药控股河南股份有限公司"	"国药控股林州有限公司"	"2014/1/7"
"湖南马王堆汉方医药股份有限公司"	"湖南马王堆汉方医疗管理有限公司"	"2017-08-08"
"攀枝花市医药公司"	"攀枝花市医药公司"	"1994/3/30"
"浙江精功碳纤维有限公司"	"吉林精功碳纤维有限公司"	"2016/9/9"
"中国医药集团有限公司"	"中国中药有限公司"	"1987/4/8"
"深圳安居乐业科技有限公司"	"深圳腾兴汇科技有限公司"	"2020/3/2"
"国药控股河南股份有限公司"	"国药控股郑州有限公司"	"2019/5/8"
"重庆华涛药业有限公司"	"北京琪景饮片有限公司"	"1999/1/14"
"重庆同辉气体有限公司"	"重庆凯益特种气体有限公司"	"2015/10/15"
"山西省投资集团有限公司"	"山西省医药集团有限责任公司"	"2001/3/21"
"安徽中科新萝智慧城市信息科技有限公司"	"合肥中科亮视医学科技有限公司"	"2019/2/28"
"天祝宏氟锂业科技发展有限公司"	"甘肃立焘新能源科技发展有限公司"	"2016/5/11"
"浙江博蓝特半导体科技股份有限公司"	"黄山博蓝特半导体科技有限公司"	"2016/6/17"
"宝钢湛江钢铁有限公司"	"广州薄板有限公司"	"2011/12/22"
"深圳鸿宇能源有限公司"	"江苏鸿宇复合碳纤维科技有限公司"	"2015/9/6"
"深圳市银波达通信技术有限公司"	"深圳市蓝山电子技术有限公司"	"2002/4/29"
"天津渤海化工有限责任公司"	"天津大沽化工股份有限公司"	"2000/12/20"
"深圳市纳瑞科技有限公司"	"深圳市纳瑞自动化设备有限公司"	"2014/6/23"
"上海润吧信息技术有限公司"	"湖南润吧信息技术有限公司"	"2020/4/30"
"苏州协鑫光伏科技有限公司"	"苏州协鑫科技发展有限公司"	"2011/7/4"
"上海真兰仪表科技股份有限公司"	"上海贸宝信息技术有限公司"	"2016/10/17"
"浙江恒业成有机硅有限公司"	"内蒙古恒业成有机硅有限公司"	"2008/6/16"
"江苏中酷视飞智能科技有限公司"	"江苏卡为高科技产业管理有限公司"	"2016/9/5"
"中山德华芯片技术有限公司"	"浙江瑞上卫星技术有限公司"	"2017/2/23"
"紫光天府科技产业发展有限公司"	"成都紫光盛兴置业有限公司"	"2018/7/9"
"中国生物技术股份有限公司"	"上海生物制品研究所有限责任公司"	"1993/9/8"
"江西固康新材料有限公司"	"江西中磁科技协同创新有限公司"	"2016/3/28"
"福建炼油化工有限公司"	"福建福华气体有限公司"	"2018/3/12"
"齐齐哈尔兴科碳材料产业园有限公司"	"齐齐哈尔兴科碳鼎科技有限公司"	"2018/11/15"
"四川浩普瑞新能源材料股份有限公司"	"陕西浩普瑞新能源材料有限公司"	"2016/11/4"
"烯旺新材料科技股份有限公司"	"成都石墨烯应用产业技术研究院有限公司"	"2017/7/6"
"河南联合精密材料股份有限公司"	"河南省天工精密新材料有限公司"	"2013/12/24"
"深圳前海亚太石墨烯产业发展基金有限公司"	"广西大湖石墨烯产业有限公司"	"2016/12/14"
"山东海王银河医药有限公司"	"威海海王医药有限公司"	"1997/8/26"
"锐捷网络股份有限公司"	"卓智网络科技有限公司"	"2014/12/18"
"亚泰医药集团有限公司"	"吉林亚泰医药产业园管理有限公司"	"2014/3/26"
"铜陵化学工业集团有限公司"	"铜陵瑞嘉特种材料有限公司"	"2016/5/26"
"深圳市前海亿车科技有限公司"	"深圳市九宫格停车管理有限公司"	"2018/5/26"
"惠州德晋昌光电科技有限公司"	"惠州德晋昌新材料有限公司"	"2018/10/16"
"广州融冠材料科技股份有限公司"	"广州宏顺塑胶工业有限公司"	"2001/3/14"
"先头手机股份有限公司"	"天付智能科技有限公司"	"2019/12/20"
"上海新兴医药股份有限公司"	"上海新兴血液制品研究所"	"1998/11/13"
"恒大高科技集团有限公司"	"恒大智慧科技有限公司"	"2018/9/28"
"杭州迪安医学检验中心有限公司"	"南京迪安医学检验所有限公司"	"2007/4/26"
"青海联宇钾肥有限公司"	"青海东台吉乃尔锂资源股份有限公司"	"2015/6/26"
"南平元力活性炭有限公司"	"上海新金湖活性炭有限公司"	"2017/11/7"
"淮安园兴投资有限公司"	"淮安宝岛母爱医院有限公司"	"2016/9/26"
"广东德力光电有限公司"	"广东德力半导体有限公司"	"2018/7/6"
"江西天施康中药股份有限公司"	"江西天施康中药集团"	"2014/12/16"
"武汉合聚塑化新材料有限公司"	"武汉合聚材料工业有限公司"	"2015/7/14"
"珠海欧比特宇航科技股份有限公司"	"上海欧比特航天科技有限公司"	"2016/11/22"
"国药控股河南股份有限公司"	"国药控股河南大药房有限公司"	"2015/12/12"
"天祝宏氟锂业科技发展有限公司"	"成都宏氟绿色能源有限公司"	"2018/3/9"
"深圳金证引擎科技有限公司"	"山西金证引擎科技有限公司"	"2020/4/15"
"南方电网产业投资集团有限责任公司"	"南方电网互联网服务有限公司"	"2019/7/25"
"广东一方制药有限公司"	"河北壹方天江药业有限公司"	"2019/12/25"
"深圳英飞拓智能技术有限公司"	"深圳英飞拓仁用信息有限公司"	"1999/4/15"
"重庆坤茂置业有限公司"	"重庆恒大基宇置业有限公司"	"2007/5/14"
"江西赛维LDK太阳能高科技有限公司"	"江西赛维LDK光伏硅科技有限公司"	"2007/7/12"
"太原孔雀油墨有限公司"	"深圳迪爱生化学有限公司"	"2001/2/23"
"湖北普罗劳格科技股份有限公司"	"武汉普罗格集成科技有限公司"	"2012/5/30"
"杭州迪安医学检验中心有限公司"	"石家庄迪安医学检验实验室有限公司"	"2017/5/5"
"安徽明天新能源科技有限公司"	"上海观谛氢能科技有限公司"	"2018/1/22"
"吉林户美物联网技术有限公司"	"重庆优企酷物联网科技有限公司"	"2015/1/16"
"陕西京西药业有限公司"	"陕西京西医药健康产业有限公司"	"2014/9/3"
"观山海科技有限公司"	"观澜海科技有限公司"	"2019/12/3"
"深圳控石智能系统有限公司"	"十堰控石智能系统有限公司"	"2017/12/21"
"常熟市常吉化工有限公司"	"山东灏镒新材料有限公司"	"2017/11/20"
"李时珍医药集团有限公司"	"湖北蕲阳原生态中药材专业合作社联合社"	"2018/1/26"
"国药集团威奇达药业有限公司"	"国药集团大同威奇达中抗制药有限公司"	"2001/9/20"
"上海市东滨化工厂"	"上海市东滨化工厂"	"1993/9/20"
"重庆桐君阁股份有限公司"	"成都西部医药经营有限公司"	"2000/7/11"
"河北东明中硅科技有限公司"	"河北久策东明气体有限公司"	"2015/9/8"
"广东航鑫科技股份公司"	"深圳市航鑫商贸有限公司"	"2016/4/18"
"南京表面活性剂厂"	"南京表面活性剂厂"	"1992/10/26"
"国网浙江省电力有限公司"	"国网浙江长兴县供电有限公司"	"1996/12/19"
"中机云有限公司"	"中机投有限公司"	"2017/11/13"
"兰州红叶精细化工公司"	"兰州红叶精细化工公司"	"1991/9/1"
"深圳云创物联科技有限公司"	"西安云创物联科技发展有限公司"	"2019/3/22"
"福建永晶科技股份有限公司"	"邵武永太高新材料有限公司"	"2016/6/30"
"陕西医药控股集团有限责任公司"	"陕西汉江药业集团股份有限公司"	"1998/12/31"
"开远市盛远博康投资管理有限公司"	"开远博康妇产医院有限公司"	"2017/1/6"
"江苏卡为视飞科技有限公司"	"江苏卡为高科技产业管理有限公司"	"2016/9/5"
"易视腾科技股份有限公司"	"视加天辰科技有限公司"	"2018/2/7"
"深圳前海中成金丰投资管理有限公司"	"广东中成卫星物联网发展有限公司"	"2016/12/29"
"杭州好好开车科技有限公司"	"西安好好开车智能科技有限公司"	"2017/11/30"
"北京化学工业集团有限责任公司"	"北京普莱克斯实用气体有限公司"	"1992/11/6"
"恒大地产集团重庆有限公司"	"重庆恒大鑫溉置业有限公司"	"2014/8/21"
"云天化集团有限责任公司"	"东方化肥有限公司"	"1993/7/8"
"国药控股河南股份有限公司"	"国药控股西平有限公司"	"2019/5/15"
"西宁大数据有限公司"	"青海青唐大数据有限公司"	"2019/9/5"
"深圳市邦奇膜材料有限公司"	"深圳市中科邦奇氟医学材料有限公司"	"2017/3/17"
"郭王集团股份有限公司"	"天国企业征信服务股份有限公司"	"2017/3/7"
"汕头高新区长江药业连锁有限公司"	"汕头高新区长江药业连锁有限公司"	"2000/12/21"
"青岛中物云传智能科技有限公司"	"青岛安邦恒业科技有限公司"	"2018/12/4"
"民生药业集团有限公司"	"天地民生亳州药业有限公司"	"2016/12/1"
"成都蓉生药业有限责任公司"	"浑源天坛生物单采血浆站有限公司"	"2007/1/18"
"深圳市世纪晶源投资有限公司"	"深圳世纪晶源华芯有限公司"	"2007/8/15"
"华润河南医药有限公司"	"华润安阳医药有限公司"	"2012/4/26"
"华云数据有限公司"	"安徽华云数据智能有限公司"	"2019/8/21"
"苏州赛力菲陶纤有限公司"	"江苏赛菲新材料有限公司"	"2012/5/23"
"宽甸满族自治县残联福利硼粉厂"	"宽甸满族自治县残联福利硼粉厂"	"1987/6/11"
"吉林炭素有限公司"	"吉林市神舟炭纤维有限责任公司"	"1998/7/27"
"河北嘉泰化工科技有限公司"	"河北港泰化工科技有限公司"	"2017/12/25"
"江苏恒云太信息科技有限公司"	"江苏先云信息技术有限公司"	"2015/11/9"
"苏州百得胜智能家居有限公司"	"苏州帕德森新材料有限公司"	"2013/3/13"
"内蒙古奥原新材料有限公司"	"黑龙江奥原新材料有限公司"	"2019/10/8"
"西安眼界文创科技有限公司"	"陕西广电眼界视觉文创科技有限公司"	"2019/2/2"
"深圳市集创云天新能源有限公司"	"深圳市集创云天新材料有限公司"	"2017/1/22"
"上海威固信息技术股份有限公司"	"成都立扬信息技术有限公司"	"2013/7/30"
"云南省兽医防疫总站疫苗服务中心"	"云南省兽医防疫总站疫苗服务中心"	"2000/5/17"
"河南海王医药集团有限公司"	"周口市仁和药业有限公司"	"2002/12/5"
"长江生态环保集团有限公司"	"长江环保集团上游有限公司"	"2019/5/9"
"山西省医药集团有限责任公司"	"山西省大同医药公司"	"1953/4/30"
"广东联塑科技实业有限公司"	"广东联塑化工有限公司"	"2006/9/4"
"常州烯晨新材料科技有限公司"	"江苏美烯新材料科技有限公司"	"2017/7/26"
"浙江微谱信息科技有限公司"	"湖州华大琨铻信息科技有限公司"	"2017/1/25"
"中物合集团有限公司"	"中物合集团宁夏物联科技有限公司"	"2018/11/20"
"山东海王医药集团有限公司"	"山东海王银河医药有限公司"	"1996-12-15"
"易视腾科技股份有限公司"	"易视星空科技无锡有限公司"	"2018/2/8"
"联通系统集成有限公司"	"云粒智慧科技有限公司"	"2018/6/29"
"天津紫光云谷产业园有限公司"	"天津紫光云庭产业园有限公司"	"2019/8/20"
"南京芯辰类脑科技有限公司"	"成都时识科技有限公司"	"2020/4/2"
"武汉梦芯科技有限公司"	"山东北斗院物联科技有限公司"	"2018/10/10"
"山东万达电缆有限公司"	"山东万达海缆有限公司"	"2008/12/31"
"常州聚和新材料股份有限公司"	"上海匠聚新材料有限公司"	"2019/11/2"
"宁波墨西科技有限公司"	"宁波墨西新材料有限公司"	"2012/7/6"
"湖州南浔嘉骏化工有限公司"	"湖州长恒新材料科技有限公司"	"2017/11/16"
"北京威亚高性能纤维有限公司"	"安徽威亚新材料技术有限公司"	"2017/10/10"
"昆山丘钛微电子科技有限公司"	"珠海市丘钛微电子科技有限公司"	"2018/12/20"
"世纪晶源科技有限公司"	"深圳世纪晶源微波技术有限公司"	"2005/4/27"
"国龄控股有限公司"	"中龄区块链科技有限公司"	"2019/7/24"
"河南九州通国华医药物流有限公司"	"河南九州通豫华医药有限公司"	"2018/12/28"
"安顺市西秀区教育医疗投资有限责任公司"	"安顺市西秀区意品商贸有限责任公司"	"2018-05-25"
"上海恩捷新材料科技有限公司"	"无锡恩捷新材料科技有限公司"	"2018/4/20"
"华润医药商业集团有限公司"	"华润山西康兴源医药有限公司"	"2012/1/16"
"陕西延长石油西北橡胶有限责任公司"	"凯迪西北橡胶有限公司"	"2007/11/20"
"贵阳欧比特宇航科技有限公司"	"宁夏昊莱宇航科技有限公司"	"2019/8/19"
"武汉无线飞翔科技有限公司"	"烟台飞翔网络科技有限公司"	"2015/8/3"
"九次方大数据信息集团有限公司"	"重庆农村大数据投资股份有限公司"	"2016/12/14"
"山东八三石墨新材料厂"	"东北特殊钢集团股份有限公司"	"1996/5/17"
"金桐石油化工有限公司"	"四川金桐精细化学有限公司"	"2005/6/29"
"河南迅天宇科技有限公司"	"南阳迅天宇硅品有限公司"	"2007/12/18"
"上饶市医疗投资集团有限公司"	"上饶市医投信息科技有限公司"	"2017/12/11"
"长沙智能驾驶研究院有限公司"	"湖南湘江智能科技创新中心有限公司"	"2018/8/16"
"中国生物技术股份有限公司"	"长春生物制品研究所有限责任公司"	"1985/12/5"
"广州瀚信通信科技股份有限公司"	"广州民主与法制社大智云科技有限公司"	"2017/3/31"
"苏州波影医疗技术有限公司"	"安徽波影医疗技术有限公司"	"2019-12-23"
"宁波日新恒力科技有限公司"	"杭州日新恒创科技有限公司"	"2019/8/5"
"河南海王医药集团有限公司"	"河南海王汇通医药有限公司"	"2004-06-22"
"南通市华峰化工有限责任公司"	"江苏德峰药业有限公司"	"2007/7/20"
"青岛有住投资控股有限公司"	"青岛有住海泰建设有限公司"	"2017/11/10"
"山东新东力制膜有限公司"	"德州东力塑胶有限公司"	"2004/1/30"
"保定天威集团有限公司"	"保定康信药业有限公司"	"1999/8/30"
"福建太古石化集团有限公司"	"福建省中江石化有限公司"	"2010/9/7"
"惠州德晋昌光电科技有限公司"	"南通德晋昌光电科技有限公司"	"2018/11/6"
"先声体育产业有限责任公司"	"先游旅游网络有限公司"	"2019/12/20"
"安徽洛菲医疗美容医院有限公司"	"合肥洛菲医疗美容有限公司"	"2019/9/19"
"河南九州通医药有限公司"	"河南九州通国华医药物流有限公司"	"2004/4/29"
"天津市贝特瑞新能源科技有限公司"	"乌海黄河贝特瑞新能源科技有限公司"	"2015/10/14"
"盐城大丰科一光伏电力有限公司"	"盐城市大丰区学一新能源发电有限公司"	"2018/4/18"
"四川贡渣银行石墨烯科技有限公司"	"四川贡渣银行科技博览园有限公司"	"2017/2/21"
"长春德联化工有限公司"	"吉林德联汽车涂料有限公司"	"2019/11/1"
"江苏中能硅业科技发展有限公司"	"常州协鑫光伏科技有限公司"	"2010/3/29"
"天津天士力现代中药资源有限公司"	"天士力东北现代中药资源有限公司"	"2015/6/11"
"深圳海王药业有限公司"	"肇庆市海王药业有限公司"	"2019/8/22"
"南京永寿表面活性剂厂"	"南京永寿表面活性剂厂"	"2000/5/8"
"湖南景达生物工程有限公司"	"湖南景达创业科技发展有限公司"	"2006/8/17"
"江苏省邮政公司"	"江苏省邮电印刷厂"	"1987/7/24"
"无锡中彩科技有限公司"	"连云港中彩科技有限公司"	"2008/8/22"
"上汽大通汽车有限公司"	"上汽大通南京汽车销售有限公司"	"2016-12-19"
"湖南润美基因科技有限公司"	"重庆美邦动物疫病检测仪器有限公司"	"2019-05-24"
"深圳市天珑物联网有限公司"	"深圳真珑信息科技有限公司"	"2019/4/2"
"河南天一航天科技有限公司"	"海门天一航天新能源科技有限公司"	"2017/4/18"
"南京征途信息技术有限公司"	"南京深大工程技术有限公司"	"2001/7/16"
"北京环宇京辉京城气体科技有限公司"	"北京环宇芯隆气体科技有限公司"	"2016/9/30"
"河南天一航天科技有限公司"	"信阳市天一航天科技有限公司"	"2017/6/13"
"陕西医药控股集团兴庆医药有限公司"	"陕西医药控股集团恒庆医药有限公司"	"2003/3/26"
"苏州清陶新能源科技有限公司"	"宜春清陶能源科技有限公司"	"2017/12/20"
"中油海航能源有限公司"	"四川省泸州鑫福石化有限公司"	"2000/10/12"
"平安国际智慧城市科技股份有限公司"	"江苏智城慧恒科技有限公司"	"2019/9/28"
"汉中一脸通生物科技有限公司"	"汉中唐讯科技有限公司"	"2019/6/14"
"方圆化工有限公司"	"江苏方圆芳纶研究院有限公司"	"2017/12/11"
"苏州国云数据科技有限公司"	"内蒙古魔镜数据科技有限公司"	"2015/11/20"
"宁波尚进自动化科技有限公司"	"浙江锐群科技有限公司"	"2017/9/22"
"新余市国有资产经营有限责任公司"	"江西恒瑞新能源有限公司"	"2012/9/29"
"巨石集团有限公司"	"巨石集团九江有限公司"	"2002/12/10"
"威海北洋电气集团股份有限公司"	"威海智慧城市信息技术股份有限公司"	"2012/12/3"
"利和知信新材料技术有限公司"	"沧州利和科技发展有限责任公司"	"2018/5/3"
"大庆石油管理局有限公司"	"大庆油田建设集团有限责任公司"	"1985/9/29"
"山西沁新能源集团股份有限公司"	"山西沁铝太岳新材料有限公司"	"2014/8/19"
"中国石油集团渤海石油装备制造有限公司"	"华油钢管有限公司"	"2001/1/16"
"九次方大数据信息集团有限公司"	"湖南九次方大数据信息科技有限公司"	"2018/6/19"
"深圳市智慧城市科技发展集团有限公司"	"深圳市智慧城市通信有限公司"	"2020/3/10"
"内蒙古瑞盛新能源有限公司"	"兴和县瑞盛石墨有限公司"	"2010/5/21"
"深圳弗雷在线科技有限公司"	"陕西土豆数据科技有限公司"	"2017/1/17"
"中国乐凯集团有限公司"	"合肥乐凯科技产业有限公司"	"2006/1/18"
"天津东洋油墨有限公司"	"四川东洋油墨制造有限公司"	"2013/9/13"
"上汽大通汽车有限公司"	"上汽大通汽车销售服务有限公司"	"2016-06-16"
"中化化肥有限公司"	"中化吉林长山化工有限公司"	"2001-05-21"
"国药控股山西有限公司"	"国药控股山西河津药业有限公司"	"2019/9/17"
"郭王集团股份有限公司"	"天国食品股份有限公司"	"2016/10/25"
"苏州汉纳材料科技有限公司"	"滁州汉威光电科技有限公司"	"2015/9/21"
"河南禹铨大数据研究院有限公司"	"河南成创空间信息技术有限公司"	"2017/3/3"
"陕西华远医药集团延安昂泰医药有限公司"	"陕西华远医药集团延安昂泰医药有限公司"	"2011/9/26"
"杭州迪安医学检验中心有限公司"	"海南迪安医学检验中心有限公司"	"2017/11/9"
"紫光天府科技产业发展有限公司"	"成都紫光盛泰置业有限公司"	"2018/7/9"
"华云数据有限公司"	"安徽华云数据有限公司"	"2019/8/21"
"杭州迪安医学检验中心有限公司"	"遵义迪安医学检验实验室有限公司"	"2017/3/13"
"华润医药商业集团有限公司"	"华润河南医药有限公司"	"2009-05-25"
"贵安新区亚玛顿光电材料有限公司"	"黔西南州义龙亚玛顿绿色光能有限公司"	"2018/3/20"
"博罗冠业电子有限公司"	"博罗鸿华新材料有限公司"	"2018/4/28"
"中以生物科技有限责任公司"	"湖南洛瓦密生物科技有限公司"	"2019-06-18"
"福建汉特云智能科技有限公司"	"福建卫机分智能科技有限公司"	"2019/6/27"
"山东恒力科技创新产业园管理有限公司"	"山东安恒华盛石墨烯材料科技有限公司"	"2016/7/14"
"深圳天龙至达化工有限公司"	"深圳天龙至达化工有限公司分公司"	"1997/7/17"
"山东海王银河医药有限公司"	"苏鲁海王医药集团有限公司"	"2005/11/2"
"福建太古石化集团有限公司"	"福州万景石化有限公司"	"2012/6/29"
"九次方大数据信息集团有限公司"	"河北雄安九次方数据科技有限公司"	"2019/1/16"
"昆明市智慧城市建设投资有限公司"	"云南巨鲸科技有限责任公司"	"2019/3/21"
"江苏和裕同光智能科技有限公司"	"江苏卡为高科技产业管理有限公司"	"2016/9/5"
"吉林炭素有限公司"	"吉蒙内蒙古炭素有限责任公司"	"2017/2/14"
"平顶山易成新材料有限公司"	"海东市贵强新材料有限公司"	"2008/11/21"
"深圳九车道科技有限公司"	"江西九车道科技有限公司"	"2019/8/23"
"重庆长寿新协力化学助剂厂"	"重庆长寿新协力化学助剂厂"	"1999/3/2"
"江西赛维LDK太阳能高科技有限公司"	"江西赛维LDK光电科技有限公司"	"2011/3/7"
"江西赛酷新材料有限公司"	"赣州市万循新材料有限公司"	"2019/11/4"
"惠州鼎智通讯有限公司"	"惠州鼎智实业有限公司"	"2018/11/15"
"河南太新龙医药有限公司"	"河南正本堂大药房有限公司"	"2017/10/31"
"上升娱乐股份有限公司"	"先游旅游网络有限公司"	"2019/12/20"
"上海永鼎光电子技术有限公司"	"武汉永鼎光通科技有限公司"	"2018/4/12"
