"机构名称(中文)"	"机构ID"	"notice_numb"	"notice_date"
"中国西电电气股份有限公司"	"T000025764"	"CN101702388A"	"20100505"
"中国西电电气股份有限公司"	"T000025764"	"CN101702388B"	"20120822"
"西安陕鼓动力股份有限公司"	"T000026927"	"CN101705318A"	"20100512"
"西安陕鼓动力股份有限公司"	"T000026927"	"CN101705318B"	"20110622"
"西安标准工业股份有限公司"	"02600302"	"CN101705588A"	"20100512"
"西安标准工业股份有限公司"	"02600302"	"CN101705588B"	"20120725"
"北京四维图新科技股份有限公司"	"T000026674"	"CN101706282A"	"20100512"
"北京四维图新科技股份有限公司"	"T000026674"	"CN101706282B"	"20121128"
"中国西电电气股份有限公司"	"T000025764"	"CN101706563A"	"20100512"
"中国西电电气股份有限公司"	"T000025764"	"CN101706563B"	"20120201"
"中国西电电气股份有限公司"	"T000025764"	"CN101707127A"	"20100512"
"中国西电电气股份有限公司"	"T000025764"	"CN101707127B"	"20110629"
"中国西电电气股份有限公司"	"T000025764"	"CN101709213A"	"20100519"
"西安标准工业股份有限公司"	"02600302"	"CN101709536A"	"20100519"
"西安标准工业股份有限公司"	"02600302"	"CN101709536B"	"20120905"
"西安标准工业股份有限公司"	"02600302"	"CN101709537A"	"20100519"
"西安标准工业股份有限公司"	"02600302"	"CN101709537B"	"20120725"
"陕西航天动力高科技股份有限公司"	"03130369"	"CN101709771A"	"20100519"
"陕西航天动力高科技股份有限公司"	"03130369"	"CN101709771B"	"20120530"
"西安陕鼓动力股份有限公司"	"T000026927"	"CN101710127A"	"20100519"
"西安陕鼓动力股份有限公司"	"T000026927"	"CN101710127B"	"20110525"
"中国西电电气股份有限公司"	"T000025764"	"CN101710545A"	"20100519"
"中国西电电气股份有限公司"	"T000025764"	"CN101710545B"	"20121121"
"西安陕鼓动力股份有限公司"	"T000026927"	"CN101710816A"	"20100519"
"西安陕鼓动力股份有限公司"	"T000026927"	"CN101710816B"	"20120530"
"中国西电电气股份有限公司"	"T000025764"	"CN101713793A"	"20100526"
"中国西电电气股份有限公司"	"T000025764"	"CN101713793B"	"20120201"
"中国西电电气股份有限公司"	"T000025764"	"CN101714472A"	"20100526"
"中国西电电气股份有限公司"	"T000025764"	"CN101714472B"	"20111221"
"中国西电电气股份有限公司"	"T000025764"	"CN101719416A"	"20100602"
"中国西电电气股份有限公司"	"T000025764"	"CN101719416B"	"20110629"
"西部金属材料股份有限公司"	"03133852"	"CN101722208A"	"20100609"
"中国西电电气股份有限公司"	"T000025764"	"CN101722278A"	"20100609"
"中国西电电气股份有限公司"	"T000025764"	"CN101722278B"	"20120627"
"东北制药集团股份有限公司"	"01000597"	"CN101723979B"	"20120502"
"中国西电电气股份有限公司"	"T000025764"	"CN101724272A"	"20100609"
"陕西航天动力高科技股份有限公司"	"03130369"	"CN101725536A"	"20100609"
"陕西航天动力高科技股份有限公司"	"03130369"	"CN101725536B"	"20120118"
"中国西电电气股份有限公司"	"T000025764"	"CN101728067A"	"20100609"
"中国西电电气股份有限公司"	"T000025764"	"CN101728067B"	"20110914"
"西安蓝晓科技新材料股份有限公司"	"T000061157"	"CN101735372B"	"20130619"
"东软集团股份有限公司"	"02600718"	"CN101738196A"	"20100616"
"东软集团股份有限公司"	"02600718"	"CN101738196B"	"20120829"
"中国西电电气股份有限公司"	"T000025764"	"CN101740198A"	"20100616"
"中国西电电气股份有限公司"	"T000025764"	"CN101740198B"	"20111221"
"中兴通讯股份有限公司"	"01000063"	"CN101741478A"	"20100616"
"中兴通讯股份有限公司"	"01000063"	"CN101741478B"	"20140101"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN101746423A"	"20100623"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN101746423B"	"20120926"
"东北制药集团股份有限公司"	"01000597"	"CN101748167A"	"20100623"
"东北制药集团股份有限公司"	"01000597"	"CN101748167B"	"20121107"
"东软集团股份有限公司"	"02600718"	"CN101750090A"	"20100623"
"东软集团股份有限公司"	"02600718"	"CN101750090B"	"20110810"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN101750994A"	"20100623"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN101750994B"	"20120201"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN101751038A"	"20100623"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN101751038B"	"20111026"
"金堆城钼业股份有限公司"	"03134603"	"CN101758241A"	"20100630"
"金堆城钼业股份有限公司"	"03134603"	"CN101758241B"	"20110720"
"西安标准工业股份有限公司"	"02600302"	"CN101760905A"	"20100630"
"西安标准工业股份有限公司"	"02600302"	"CN101760905B"	"20130313"
"中国西电电气股份有限公司"	"T000025764"	"CN101763960A"	"20100630"
"中国西电电气股份有限公司"	"T000025764"	"CN101763960B"	"20120201"
"东软集团股份有限公司"	"02600718"	"CN101770690A"	"20100707"
"中国西电电气股份有限公司"	"T000025764"	"CN101770890A"	"20100707"
"中国西电电气股份有限公司"	"T000025764"	"CN101770890B"	"20120822"
"中国西电电气股份有限公司"	"T000025764"	"CN101771295A"	"20100707"
"中国西电电气股份有限公司"	"T000025764"	"CN101771295B"	"20120523"
"金堆城钼业股份有限公司"	"03134603"	"CN101773871A"	"20100714"
"金堆城钼业股份有限公司"	"03134603"	"CN101773871B"	"20130619"
"中国西电电气股份有限公司"	"T000025764"	"CN101786192A"	"20100728"
"中国西电电气股份有限公司"	"T000025764"	"CN101786192B"	"20111109"
"东软集团股份有限公司"	"02600718"	"CN101788302A"	"20100728"
"东软集团股份有限公司"	"02600718"	"CN101788302B"	"20120222"
"西安陕鼓动力股份有限公司"	"T000026927"	"CN101792831A"	"20100804"
"西安陕鼓动力股份有限公司"	"T000026927"	"CN101792831B"	"20110831"
"西安陕鼓动力股份有限公司"	"T000026927"	"CN101792832A"	"20100804"
"西安陕鼓动力股份有限公司"	"T000026927"	"CN101792832B"	"20110622"
"西安陕鼓动力股份有限公司"	"T000026927"	"CN101792833A"	"20100804"
"西安陕鼓动力股份有限公司"	"T000026927"	"CN101792833B"	"20110622"
"西安陕鼓动力股份有限公司"	"T000026927"	"CN101792834A"	"20100804"
"西安陕鼓动力股份有限公司"	"T000026927"	"CN101792834B"	"20110622"
"中兴通讯股份有限公司"	"01000063"	"CN101794567A"	"20100804"
"中兴通讯股份有限公司"	"01000063"	"CN101794567B"	"20140101"
"东软集团股份有限公司"	"02600718"	"CN101799301A"	"20100811"
"东软集团股份有限公司"	"02600718"	"CN101799301B"	"20120425"
"中国西电电气股份有限公司"	"T000025764"	"CN101800413A"	"20100811"
"辽宁禾丰牧业股份有限公司"	"T000058625"	"CN101803689A"	"20100818"
"辽宁禾丰牧业股份有限公司"	"T000058625"	"CN101803689B"	"20110921"
"中国西电电气股份有限公司"	"T000025764"	"CN101807484A"	"20100818"
"中国西电电气股份有限公司"	"T000025764"	"CN101807484B"	"20120627"
"西安蓝晓科技新材料股份有限公司"	"T000061157"	"CN101810357B"	"20121031"
"西安蓝晓科技新材料股份有限公司"	"T000061157"	"CN101810951B"	"20130227"
"奥维通信股份有限公司"	"03134689"	"CN101814932A"	"20100825"
"奥维通信股份有限公司"	"03134689"	"CN101814932B"	"20130925"
"奥维通信股份有限公司"	"03134689"	"CN101814940A"	"20100825"
"奥维通信股份有限公司"	"03134689"	"CN101814940B"	"20120307"
"中国西电电气股份有限公司"	"T000025764"	"CN101820142A"	"20100901"
"中国西电电气股份有限公司"	"T000025764"	"CN101820142B"	"20120523"
"中国西电电气股份有限公司"	"T000025764"	"CN101825536A"	"20100908"
"中国西电电气股份有限公司"	"T000025764"	"CN101825536B"	"20111221"
"中国西电电气股份有限公司"	"T000025764"	"CN101831856A"	"20100915"
"中国西电电气股份有限公司"	"T000025764"	"CN101831856B"	"20120822"
"中国西电电气股份有限公司"	"T000025764"	"CN101839354A"	"20100922"
"中国西电电气股份有限公司"	"T000025764"	"CN101840226A"	"20100922"
"中国西电电气股份有限公司"	"T000025764"	"CN101840776A"	"20100922"
"中国西电电气股份有限公司"	"T000025764"	"CN101840776B"	"20120523"
"西安环球印务股份有限公司"	"T000056575"	"CN101844464A"	"20100929"
"西安环球印务股份有限公司"	"T000056575"	"CN101844464B"	"20120704"
"东北制药集团股份有限公司"	"01000597"	"CN101845059B"	"20130123"
"西安天和防务技术股份有限公司"	"T000058570"	"CN101846515A"	"20100929"
"中国西电电气股份有限公司"	"T000025764"	"CN101847502A"	"20100929"
"中国西电电气股份有限公司"	"T000025764"	"CN101847502B"	"20120725"
"中国西电电气股份有限公司"	"T000025764"	"CN101847503A"	"20100929"
"中国西电电气股份有限公司"	"T000025764"	"CN101847503B"	"20111221"
"中国西电电气股份有限公司"	"T000025764"	"CN101847526A"	"20100929"
"中国西电电气股份有限公司"	"T000025764"	"CN101847526B"	"20120725"
"东软集团股份有限公司"	"02600718"	"CN101853451A"	"20101006"
"奥维通信股份有限公司"	"03134689"	"CN101854204A"	"20101006"
"奥维通信股份有限公司"	"03134689"	"CN101854744A"	"20101006"
"西安天和防务技术股份有限公司"	"T000058570"	"CN101858743A"	"20101013"
"西安天和防务技术股份有限公司"	"T000058570"	"CN101858743B"	"20120229"
"奥维通信股份有限公司"	"03134689"	"CN101860326A"	"20101013"
"西安天和防务技术股份有限公司"	"T000058570"	"CN101860677A"	"20101013"
"中国西电电气股份有限公司"	"T000025764"	"CN101865973A"	"20101020"
"中国西电电气股份有限公司"	"T000025764"	"CN101865973B"	"20120627"
"西安天和防务技术股份有限公司"	"T000058570"	"CN101866006A"	"20101020"
"中兴通讯股份有限公司"	"01000063"	"CN101867456A"	"20101020"
"中兴通讯股份有限公司"	"01000063"	"CN101867456B"	"20150401"
"东软集团股份有限公司"	"02600718"	"CN101873229A"	"20101027"
"东软集团股份有限公司"	"02600718"	"CN101873229B"	"20130227"
"西安蓝晓科技新材料股份有限公司"	"T000061157"	"CN101875004B"	"20120523"
"西部金属材料股份有限公司"	"03133852"	"CN101875070A"	"20101103"
"金堆城钼业股份有限公司"	"03134603"	"CN101875126A"	"20101103"
"中国西电电气股份有限公司"	"T000025764"	"CN101875413A"	"20101103"
"中国西电电气股份有限公司"	"T000025764"	"CN101875413B"	"20120201"
"东软集团股份有限公司"	"02600718"	"CN101877126A"	"20101103"
"东软集团股份有限公司"	"02600718"	"CN101877126B"	"20121219"
"中国西电电气股份有限公司"	"T000025764"	"CN101882506A"	"20101110"
"中国西电电气股份有限公司"	"T000025764"	"CN101882506B"	"20120523"
"中国西电电气股份有限公司"	"T000025764"	"CN101882780A"	"20101110"
"中国西电电气股份有限公司"	"T000025764"	"CN101882780B"	"20130410"
"东软集团股份有限公司"	"02600718"	"CN101887581A"	"20101117"
"东软集团股份有限公司"	"02600718"	"CN101887581B"	"20120314"
"东软集团股份有限公司"	"02600718"	"CN101887583A"	"20101117"
"东软集团股份有限公司"	"02600718"	"CN101887583B"	"20121003"
"奥维通信股份有限公司"	"03134689"	"CN101888275A"	"20101117"
"中国西电电气股份有限公司"	"T000025764"	"CN101894700A"	"20101124"
"中国西电电气股份有限公司"	"T000025764"	"CN101894700B"	"20120822"
"中国西电电气股份有限公司"	"T000025764"	"CN101895098A"	"20101124"
"中国西电电气股份有限公司"	"T000025764"	"CN101895098B"	"20121010"
"中国西电电气股份有限公司"	"T000025764"	"CN101895283A"	"20101124"
"中国西电电气股份有限公司"	"T000025764"	"CN101895283B"	"20120201"
"西安陕鼓动力股份有限公司"	"T000026927"	"CN101899539A"	"20101201"
"西安陕鼓动力股份有限公司"	"T000026927"	"CN101899539B"	"20120711"
"中国西电电气股份有限公司"	"T000025764"	"CN101901652A"	"20101201"
"中国西电电气股份有限公司"	"T000025764"	"CN101901652B"	"20111109"
"奥维通信股份有限公司"	"03134689"	"CN101902068A"	"20101201"
"奥维通信股份有限公司"	"03134689"	"CN101902068B"	"20130612"
"奥维通信股份有限公司"	"03134689"	"CN101902281A"	"20101201"
"奥维通信股份有限公司"	"03134689"	"CN101902281B"	"20140514"
"中国西电电气股份有限公司"	"T000025764"	"CN101908436A"	"20101208"
"中国西电电气股份有限公司"	"T000025764"	"CN101908436B"	"20120627"
"沈阳机床股份有限公司"	"01000410"	"CN101912983A"	"20101215"
"沈阳机床股份有限公司"	"01000410"	"CN101912983B"	"20120704"
"奥维通信股份有限公司"	"03134689"	"CN101916906A"	"20101215"
"奥维通信股份有限公司"	"03134689"	"CN101916906B"	"20140416"
"西安环球印务股份有限公司"	"T000056575"	"CN101927851A"	"20101229"
"西安环球印务股份有限公司"	"T000056575"	"CN101927851B"	"20120328"
"西安蓝晓科技新材料股份有限公司"	"T000061157"	"CN101928828B"	"20121212"
"东软集团股份有限公司"	"02600718"	"CN101930609A"	"20101229"
"东软集团股份有限公司"	"02600718"	"CN101930609B"	"20121205"
"中国西电电气股份有限公司"	"T000025764"	"CN101930871A"	"20101229"
"中国西电电气股份有限公司"	"T000025764"	"CN101930871B"	"20121121"
"西安陕鼓动力股份有限公司"	"T000026927"	"CN101935722A"	"20110105"
"西安陕鼓动力股份有限公司"	"T000026927"	"CN101935722B"	"20120530"
"中国西电电气股份有限公司"	"T000025764"	"CN101937012A"	"20110105"
"中国西电电气股份有限公司"	"T000025764"	"CN101937057A"	"20110105"
"中国西电电气股份有限公司"	"T000025764"	"CN101937057B"	"20121010"
"中国西电电气股份有限公司"	"T000025764"	"CN101937058A"	"20110105"
"中国西电电气股份有限公司"	"T000025764"	"CN101937058B"	"20130724"
"中国西电电气股份有限公司"	"T000025764"	"CN101937059A"	"20110105"
"中国西电电气股份有限公司"	"T000025764"	"CN101937059B"	"20130213"
"东软集团股份有限公司"	"02600718"	"CN101938486A"	"20110105"
"东软集团股份有限公司"	"02600718"	"CN101938486B"	"20130612"
"中国西电电气股份有限公司"	"T000025764"	"CN101944762A"	"20110112"
"中国西电电气股份有限公司"	"T000025764"	"CN101944762B"	"20130109"
"东软集团股份有限公司"	"02600718"	"CN101950293A"	"20110119"
"东软集团股份有限公司"	"02600718"	"CN101950293B"	"20121121"
"中国西电电气股份有限公司"	"T000025764"	"CN101950648A"	"20110119"
"中国西电电气股份有限公司"	"T000025764"	"CN101950648B"	"20121010"
"中国西电电气股份有限公司"	"T000025764"	"CN101951173A"	"20110119"
"中国西电电气股份有限公司"	"T000025764"	"CN101951173B"	"20120725"
"奥维通信股份有限公司"	"03134689"	"CN101951284A"	"20110119"
"沈阳化工股份有限公司"	"01000698"	"CN101955559A"	"20110126"
"沈阳化工股份有限公司"	"01000698"	"CN101955559B"	"20120425"
"金堆城钼业股份有限公司"	"03134603"	"CN101956088A"	"20110126"
"金堆城钼业股份有限公司"	"03134603"	"CN101956088B"	"20120125"
"金堆城钼业股份有限公司"	"03134603"	"CN101956112A"	"20110126"
"金堆城钼业股份有限公司"	"03134603"	"CN101956112B"	"20140618"
"金堆城钼业股份有限公司"	"03134603"	"CN101956159A"	"20110126"
"中国西电电气股份有限公司"	"T000025764"	"CN101958169A"	"20110126"
"中国西电电气股份有限公司"	"T000025764"	"CN101958169B"	"20120627"
"西安蓝晓科技新材料股份有限公司"	"T000061157"	"CN101962713B"	"20121107"
"中国西电电气股份有限公司"	"T000025764"	"CN101964251A"	"20110202"
"中国西电电气股份有限公司"	"T000025764"	"CN101964251B"	"20120822"
"中国西电电气股份有限公司"	"T000025764"	"CN101964524A"	"20110202"
"金堆城钼业股份有限公司"	"03134603"	"CN101966585A"	"20110209"
"金堆城钼业股份有限公司"	"03134603"	"CN101966592A"	"20110209"
"金堆城钼业股份有限公司"	"03134603"	"CN101966593A"	"20110209"
"金堆城钼业股份有限公司"	"03134603"	"CN101967011A"	"20110209"
"金堆城钼业股份有限公司"	"03134603"	"CN101972851A"	"20110216"
"中国西电电气股份有限公司"	"T000025764"	"CN101972864A"	"20110216"
"中国西电电气股份有限公司"	"T000025764"	"CN101972864B"	"20111221"
"苏州斯莱克精密设备股份有限公司"	"T000058563"	"CN101975648A"	"20110216"
"苏州斯莱克精密设备股份有限公司"	"T000058563"	"CN101975648B"	"20120516"
"中国西电电气股份有限公司"	"T000025764"	"CN101975793A"	"20110216"
